respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample,east_youth,age_1990,age_2023,dose_years,born_after_1990,gdr_exposed,gdr_socialized_10plus
2314,3,1.2524284086434012,1.0,1.0,2.0,1945.0,1.0,2.0,1800.0,50.0,17.0,3,0,0,1,1,1,45.0,78.0,18.0,0,1,1
2315,-7,0.5011444524580629,1.0,2.0,1.0,1969.0,1.0,5.0,,120.0,12.0,-7,,,0,0,1,21.0,54.0,18.0,0,1,1
2316,4,1.2524284086434012,1.0,1.0,4.0,1943.0,2.0,3.0,1100.0,100.0,6.0,4,0,0,1,1,0,47.0,80.0,0.0,0,0,0
2317,-7,0.5445972257083529,1.0,2.0,3.0,1995.0,1.0,5.0,2000.0,112.0,4.0,-7,,,0,0,0,-5.0,28.0,0.0,1,0,0
2318,-8,1.2075648348440184,1.0,1.0,4.0,1995.0,1.0,4.0,,60.0,6.0,-8,,,0,0,0,-5.0,28.0,0.0,1,0,0
2319,-7,1.2038247711023997,1.0,1.0,4.0,1961.0,2.0,3.0,1625.0,30.0,7.0,-7,,,0,0,0,29.0,62.0,0.0,0,0,0
2320,1,0.5445972257083529,1.0,2.0,1.0,1978.0,1.0,4.0,2125.0,120.0,12.0,1,0,0,1,1,1,12.0,45.0,12.0,0,1,1
2321,1,1.2524284086434012,1.0,1.0,4.0,1934.0,1.0,3.0,1400.0,111.0,4.0,1,0,0,1,1,0,56.0,89.0,0.0,0,0,0
2322,-7,0.5011444524580629,1.0,2.0,1.0,1953.0,1.0,3.0,1063.0,150.0,16.0,-7,,,0,0,1,37.0,70.0,18.0,0,1,1
2323,-8,1.2038247711023997,1.0,1.0,4.0,1984.0,2.0,5.0,2300.0,60.0,6.0,-8,,,0,0,0,6.0,39.0,0.0,0,0,0
2324,-9,1.2075648348440184,1.0,1.0,2.0,1954.0,2.0,3.0,,90.0,15.0,-9,,,0,0,1,36.0,69.0,18.0,0,1,1
2325,-7,1.2038247711023997,1.0,1.0,4.0,1949.0,1.0,2.0,1400.0,90.0,2.0,-7,,,0,0,0,41.0,74.0,0.0,0,0,0
2326,2,1.2038247711023997,1.0,1.0,4.0,1988.0,1.0,3.0,2500.0,111.0,8.0,2,0,0,1,1,0,2.0,35.0,0.0,0,0,0
2327,42,1.2524284086434012,1.0,1.0,4.0,2000.0,2.0,3.0,1500.0,30.0,7.0,42,1,1,1,1,0,-10.0,23.0,0.0,1,0,0
2328,91,1.2524284086434012,1.0,1.0,,1970.0,2.0,3.0,1200.0,90.0,95.0,91,0,,1,0,,20.0,53.0,,0,,
2329,-8,1.2038247711023997,1.0,1.0,4.0,1945.0,2.0,3.0,1063.0,30.0,7.0,-8,,,0,0,0,45.0,78.0,0.0,0,0,0
2330,-7,1.2038247711023997,1.0,1.0,4.0,1969.0,1.0,2.0,1625.0,90.0,2.0,-7,,,0,0,0,21.0,54.0,0.0,0,0,0
2331,3,1.2524284086434012,1.0,1.0,4.0,1961.0,1.0,3.0,3500.0,10.0,11.0,3,0,0,1,1,0,29.0,62.0,0.0,0,0,0
2332,6,0.5445972257083529,1.0,2.0,1.0,1958.0,1.0,5.0,813.0,120.0,13.0,6,0,0,1,1,1,32.0,65.0,18.0,0,1,1
2333,90,1.2524284086434012,1.0,1.0,4.0,1970.0,1.0,2.0,3000.0,90.0,2.0,90,0,0,1,1,0,20.0,53.0,0.0,0,0,0
2334,1,1.2075648348440184,1.0,1.0,4.0,1942.0,2.0,3.0,2625.0,30.0,7.0,1,0,0,1,1,0,48.0,81.0,0.0,0,0,0
2335,90,1.2524284086434012,1.0,1.0,4.0,1961.0,2.0,3.0,450.0,80.0,1.0,90,0,0,1,1,0,29.0,62.0,0.0,0,0,0
2336,4,1.2038247711023997,1.0,1.0,4.0,1944.0,2.0,3.0,2375.0,30.0,7.0,4,0,0,1,1,0,46.0,79.0,0.0,0,0,0
2337,91,0.5445972257083529,3.0,2.0,,1992.0,2.0,2.0,,140.0,95.0,91,0,,1,0,,-2.0,31.0,,1,,
2338,2,0.5408545025487828,1.0,2.0,3.0,1932.0,2.0,2.0,2125.0,140.0,8.0,2,0,0,1,1,0,58.0,91.0,0.0,0,0,0
2339,4,1.2524284086434012,1.0,1.0,4.0,1964.0,2.0,2.0,1050.0,80.0,1.0,4,0,0,1,1,0,26.0,59.0,0.0,0,0,0
2340,90,1.2075648348440184,1.0,1.0,4.0,1964.0,1.0,5.0,5000.0,80.0,7.0,90,0,0,1,1,0,26.0,59.0,0.0,0,0,0
2341,3,1.2075648348440184,1.0,1.0,4.0,1995.0,1.0,5.0,3700.0,90.0,2.0,3,0,0,1,1,0,-5.0,28.0,0.0,1,0,0
2342,42,1.2038247711023997,1.0,1.0,4.0,1998.0,2.0,6.0,250.0,50.0,8.0,42,1,1,1,1,0,-8.0,25.0,0.0,1,0,0
2343,2,0.5408545025487828,1.0,2.0,1.0,1938.0,1.0,2.0,1875.0,120.0,12.0,2,0,0,1,1,1,52.0,85.0,18.0,0,1,1
2344,-50,1.2038247711023997,3.0,1.0,,1985.0,1.0,5.0,1625.0,50.0,95.0,-50,,,0,0,,5.0,38.0,,0,,
2345,3,1.2038247711023997,1.0,1.0,4.0,1963.0,1.0,5.0,11250.0,50.0,2.0,3,0,0,1,1,0,27.0,60.0,0.0,0,0,0
2346,90,0.5408545025487828,1.0,2.0,1.0,1949.0,2.0,5.0,,120.0,14.0,90,0,0,1,1,1,41.0,74.0,18.0,0,1,1
2347,3,1.2524284086434012,1.0,1.0,4.0,1975.0,1.0,4.0,4500.0,50.0,8.0,3,0,0,1,1,0,15.0,48.0,0.0,0,0,0
2348,6,0.5011444524580629,1.0,2.0,1.0,1949.0,1.0,3.0,,130.0,14.0,6,0,0,1,1,1,41.0,74.0,18.0,0,1,1
2349,3,0.5011444524580629,1.0,2.0,1.0,1987.0,1.0,3.0,1800.0,140.0,15.0,3,0,0,1,1,1,3.0,36.0,3.0,0,1,0
2350,4,1.2038247711023997,1.0,1.0,4.0,1967.0,2.0,4.0,4200.0,100.0,2.0,4,0,0,1,1,0,23.0,56.0,0.0,0,0,0
2351,-8,1.2524284086434012,1.0,1.0,4.0,1966.0,1.0,2.0,1500.0,50.0,8.0,-8,,,0,0,0,24.0,57.0,0.0,0,0,0
2352,2,0.5408545025487828,1.0,2.0,1.0,1990.0,1.0,4.0,3200.0,140.0,15.0,2,0,0,1,1,1,0.0,33.0,0.0,0,0,0
2353,42,0.5011444524580629,1.0,2.0,1.0,1949.0,2.0,2.0,,140.0,15.0,42,1,1,1,1,1,41.0,74.0,18.0,0,1,1
2354,-8,1.2524284086434012,1.0,1.0,4.0,1963.0,2.0,3.0,2124.0,50.0,8.0,-8,,,0,0,0,27.0,60.0,0.0,0,0,0
2355,2,1.2038247711023997,2.0,1.0,,1974.0,1.0,3.0,2625.0,50.0,95.0,2,0,0,1,1,,16.0,49.0,,0,,
2356,2,0.5011444524580629,1.0,2.0,1.0,2003.0,1.0,5.0,1000.0,140.0,15.0,2,0,0,1,1,1,-13.0,20.0,0.0,1,0,0
2357,2,1.2524284086434012,1.0,1.0,4.0,1968.0,1.0,4.0,2875.0,80.0,1.0,2,0,0,1,1,0,22.0,55.0,0.0,0,0,0
2358,6,1.2524284086434012,1.0,1.0,4.0,1979.0,2.0,5.0,1500.0,111.0,2.0,6,0,0,1,1,0,11.0,44.0,0.0,0,0,0
2359,4,0.5011444524580629,1.0,2.0,3.0,1984.0,2.0,5.0,1063.0,140.0,7.0,4,0,0,1,1,0,6.0,39.0,0.0,0,0,0
2360,6,1.2075648348440184,1.0,1.0,4.0,1996.0,1.0,5.0,950.0,50.0,8.0,6,0,0,1,1,0,-6.0,27.0,0.0,1,0,0
2361,1,1.2038247711023997,1.0,1.0,4.0,1961.0,2.0,3.0,,50.0,8.0,1,0,0,1,1,0,29.0,62.0,0.0,0,0,0
2362,-50,1.2524284086434012,3.0,1.0,4.0,1978.0,2.0,5.0,1500.0,50.0,7.0,-50,,,0,0,0,12.0,45.0,0.0,0,0,0
2363,42,0.5445972257083529,1.0,2.0,1.0,1974.0,1.0,1.0,1875.0,140.0,15.0,42,1,1,1,1,1,16.0,49.0,16.0,0,1,1
2364,-7,1.2524284086434012,1.0,1.0,4.0,1982.0,1.0,2.0,1625.0,50.0,8.0,-7,,,0,0,0,8.0,41.0,0.0,0,0,0
2365,-7,1.2524284086434012,2.0,1.0,,1961.0,1.0,5.0,2500.0,60.0,95.0,-7,,,0,0,,29.0,62.0,,0,,
2366,1,1.2038247711023997,1.0,1.0,4.0,1985.0,1.0,2.0,2875.0,90.0,2.0,1,0,0,1,1,0,5.0,38.0,0.0,0,0,0
2367,90,1.2524284086434012,1.0,1.0,4.0,2001.0,1.0,5.0,200.0,20.0,5.0,90,0,0,1,1,0,-11.0,22.0,0.0,1,0,0
2368,3,1.2524284086434012,1.0,1.0,4.0,1959.0,2.0,5.0,,50.0,8.0,3,0,0,1,1,0,31.0,64.0,0.0,0,0,0
2369,2,0.5011444524580629,1.0,2.0,1.0,1980.0,2.0,5.0,3500.0,112.0,13.0,2,0,0,1,1,1,10.0,43.0,10.0,0,1,1
2370,1,1.2075648348440184,1.0,1.0,4.0,1947.0,1.0,2.0,900.0,60.0,6.0,1,0,0,1,1,0,43.0,76.0,0.0,0,0,0
2371,2,1.2524284086434012,1.0,1.0,4.0,1971.0,2.0,4.0,1063.0,30.0,8.0,2,0,0,1,1,0,19.0,52.0,0.0,0,0,0
2372,4,1.2524284086434012,1.0,1.0,,1975.0,2.0,5.0,,111.0,95.0,4,0,0,1,1,,15.0,48.0,,0,,
2373,1,1.2075648348440184,1.0,1.0,4.0,1968.0,2.0,2.0,1400.0,90.0,2.0,1,0,0,1,1,0,22.0,55.0,0.0,0,0,0
2374,2,1.2075648348440184,3.0,1.0,,1948.0,2.0,2.0,1400.0,30.0,95.0,2,0,0,1,1,,42.0,75.0,,0,,
2375,4,1.2038247711023997,1.0,1.0,4.0,1979.0,1.0,5.0,6000.0,60.0,6.0,4,0,0,1,1,0,11.0,44.0,0.0,0,0,0
2376,1,1.2038247711023997,1.0,1.0,4.0,1946.0,1.0,3.0,1188.0,50.0,8.0,1,0,0,1,1,0,44.0,77.0,0.0,0,0,0
2377,3,0.5011444524580629,1.0,2.0,1.0,1957.0,2.0,4.0,1010.0,140.0,15.0,3,0,0,1,1,1,33.0,66.0,18.0,0,1,1
2378,-8,0.5445972257083529,1.0,2.0,1.0,1956.0,1.0,3.0,1313.0,150.0,16.0,-8,,,0,0,1,34.0,67.0,18.0,0,1,1
2379,-7,1.2075648348440184,1.0,1.0,4.0,1993.0,2.0,2.0,433.0,90.0,2.0,-7,,,0,0,0,-3.0,30.0,0.0,1,0,0
2380,90,1.2038247711023997,1.0,1.0,4.0,1991.0,1.0,3.0,2625.0,70.0,9.0,90,0,0,1,1,0,-1.0,32.0,0.0,1,0,0
2381,1,0.5445972257083529,1.0,2.0,1.0,1970.0,1.0,3.0,2375.0,160.0,17.0,1,0,0,1,1,1,20.0,53.0,18.0,0,1,1
2382,42,0.5445972257083529,1.0,2.0,1.0,1962.0,2.0,3.0,2875.0,160.0,17.0,42,1,1,1,1,1,28.0,61.0,18.0,0,1,1
2383,2,1.2038247711023997,1.0,1.0,4.0,1975.0,2.0,5.0,520.0,90.0,2.0,2,0,0,1,1,0,15.0,48.0,0.0,0,0,0
2384,-50,1.2038247711023997,3.0,1.0,,1963.0,1.0,2.0,3250.0,50.0,95.0,-50,,,0,0,,27.0,60.0,,0,,
2385,6,0.5408545025487828,1.0,2.0,1.0,1956.0,2.0,3.0,1438.0,130.0,14.0,6,0,0,1,1,1,34.0,67.0,18.0,0,1,1
2386,1,1.2038247711023997,2.0,1.0,4.0,2003.0,2.0,5.0,450.0,50.0,8.0,1,0,0,1,1,0,-13.0,20.0,0.0,1,0,0
2387,-8,1.2524284086434012,1.0,1.0,4.0,1955.0,1.0,2.0,1700.0,30.0,7.0,-8,,,0,0,0,35.0,68.0,0.0,0,0,0
2388,42,0.5445972257083529,1.0,2.0,1.0,1952.0,1.0,3.0,,130.0,14.0,42,1,1,1,1,1,38.0,71.0,18.0,0,1,1
2389,3,0.5445972257083529,1.0,2.0,1.0,1992.0,1.0,3.0,3250.0,140.0,15.0,3,0,0,1,1,1,-2.0,31.0,0.0,1,0,0
2390,1,0.5445972257083529,1.0,2.0,3.0,1949.0,1.0,3.0,,120.0,4.0,1,0,0,1,1,0,41.0,74.0,0.0,0,0,0
2391,42,1.2524284086434012,1.0,1.0,4.0,1990.0,1.0,4.0,2000.0,50.0,6.0,42,1,1,1,1,0,0.0,33.0,0.0,0,0,0
2392,4,1.2524284086434012,1.0,1.0,4.0,1956.0,1.0,4.0,2500.0,30.0,7.0,4,0,0,1,1,0,34.0,67.0,0.0,0,0,0
2393,-50,1.2038247711023997,3.0,1.0,,1955.0,1.0,-33.0,563.0,20.0,95.0,-50,,,0,0,,35.0,68.0,,0,,
2394,42,1.2038247711023997,1.0,1.0,4.0,1957.0,2.0,3.0,1188.0,60.0,2.0,42,1,1,1,1,0,33.0,66.0,0.0,0,0,0
2395,1,0.5011444524580629,1.0,2.0,1.0,1967.0,2.0,3.0,1400.0,150.0,16.0,1,0,0,1,1,1,23.0,56.0,18.0,0,1,1
2396,-8,0.5011444524580629,1.0,2.0,1.0,1943.0,2.0,2.0,1188.0,120.0,15.0,-8,,,0,0,1,47.0,80.0,18.0,0,1,1
2397,2,1.2524284086434012,1.0,1.0,4.0,1960.0,1.0,5.0,3000.0,80.0,1.0,2,0,0,1,1,0,30.0,63.0,0.0,0,0,0
2398,1,1.2075648348440184,1.0,1.0,2.0,1954.0,1.0,5.0,2300.0,60.0,15.0,1,0,0,1,1,1,36.0,69.0,18.0,0,1,1
2399,-50,1.2524284086434012,3.0,1.0,,1967.0,2.0,5.0,2875.0,80.0,95.0,-50,,,0,0,,23.0,56.0,,0,,
2400,42,0.5445972257083529,1.0,2.0,1.0,1935.0,1.0,2.0,1625.0,120.0,12.0,42,1,1,1,1,1,55.0,88.0,18.0,0,1,1
2401,-8,1.2075648348440184,1.0,1.0,4.0,1955.0,1.0,2.0,1313.0,50.0,8.0,-8,,,0,0,0,35.0,68.0,0.0,0,0,0
2402,3,1.2524284086434012,1.0,1.0,4.0,1990.0,1.0,3.0,10000.0,70.0,9.0,3,0,0,1,1,0,0.0,33.0,0.0,0,0,0
2403,-8,1.2524284086434012,2.0,1.0,,1989.0,2.0,5.0,,50.0,95.0,-8,,,0,0,,1.0,34.0,,0,,
2404,2,0.5445972257083529,1.0,2.0,3.0,1946.0,2.0,2.0,1625.0,120.0,4.0,2,0,0,1,1,0,44.0,77.0,0.0,0,0,0
2405,90,0.5445972257083529,1.0,2.0,1.0,1964.0,2.0,5.0,2625.0,140.0,15.0,90,0,0,1,1,1,26.0,59.0,18.0,0,1,1
2406,2,1.2075648348440184,1.0,1.0,4.0,1993.0,1.0,5.0,1188.0,20.0,5.0,2,0,0,1,1,0,-3.0,30.0,0.0,1,0,0
2407,2,0.5011444524580629,1.0,2.0,1.0,1988.0,1.0,3.0,1625.0,160.0,17.0,2,0,0,1,1,1,2.0,35.0,2.0,0,1,0
2408,42,1.2038247711023997,1.0,1.0,4.0,1994.0,2.0,3.0,600.0,50.0,8.0,42,1,1,1,1,0,-4.0,29.0,0.0,1,0,0
2409,42,0.5011444524580629,1.0,2.0,1.0,1980.0,1.0,2.0,1200.0,140.0,15.0,42,1,1,1,1,1,10.0,43.0,10.0,0,1,1
2410,4,1.2075648348440184,1.0,1.0,4.0,1989.0,1.0,5.0,3500.0,30.0,7.0,4,0,0,1,1,0,1.0,34.0,0.0,0,0,0
2411,1,1.2075648348440184,1.0,1.0,,1973.0,2.0,5.0,2125.0,50.0,95.0,1,0,0,1,1,,17.0,50.0,,0,,
2412,42,1.2038247711023997,1.0,1.0,4.0,1969.0,2.0,3.0,700.0,90.0,2.0,42,1,1,1,1,0,21.0,54.0,0.0,0,0,0
2413,-9,1.2075648348440184,1.0,1.0,4.0,1978.0,1.0,5.0,4500.0,50.0,8.0,-9,,,0,0,0,12.0,45.0,0.0,0,0,0
2414,1,1.2524284086434012,1.0,1.0,2.0,1960.0,1.0,3.0,3200.0,60.0,17.0,1,0,0,1,1,1,30.0,63.0,18.0,0,1,1
2415,3,1.2038247711023997,1.0,1.0,4.0,1990.0,2.0,,,30.0,7.0,3,0,0,1,1,0,0.0,33.0,0.0,0,0,0
2416,1,1.2524284086434012,1.0,1.0,4.0,1950.0,1.0,2.0,1700.0,70.0,7.0,1,0,0,1,1,0,40.0,73.0,0.0,0,0,0
2417,42,0.5011444524580629,1.0,2.0,1.0,1966.0,2.0,4.0,1998.0,140.0,15.0,42,1,1,1,1,1,24.0,57.0,18.0,0,1,1
2418,1,1.2038247711023997,1.0,1.0,4.0,1939.0,1.0,3.0,3250.0,60.0,6.0,1,0,0,1,1,0,51.0,84.0,0.0,0,0,0
2419,42,0.5445972257083529,1.0,2.0,1.0,1974.0,2.0,3.0,2219.0,130.0,14.0,42,1,1,1,1,1,16.0,49.0,16.0,0,1,1
2420,-8,0.5445972257083529,1.0,2.0,1.0,1997.0,2.0,5.0,1188.0,140.0,13.0,-8,,,0,0,1,-7.0,26.0,0.0,1,0,0
2421,3,1.2038247711023997,1.0,1.0,4.0,1953.0,2.0,2.0,450.0,111.0,7.0,3,0,0,1,1,0,37.0,70.0,0.0,0,0,0
2422,42,1.2075648348440184,1.0,1.0,4.0,1954.0,1.0,3.0,1188.0,70.0,9.0,42,1,1,1,1,0,36.0,69.0,0.0,0,0,0
2423,-9,1.2524284086434012,1.0,1.0,4.0,1948.0,2.0,2.0,400.0,60.0,6.0,-9,,,0,0,0,42.0,75.0,0.0,0,0,0
2424,42,1.2524284086434012,1.0,1.0,4.0,1971.0,1.0,3.0,4250.0,20.0,11.0,42,1,1,1,1,0,19.0,52.0,0.0,0,0,0
2425,-50,1.2524284086434012,3.0,1.0,,1971.0,2.0,3.0,850.0,50.0,95.0,-50,,,0,0,,19.0,52.0,,0,,
2426,1,1.2524284086434012,1.0,1.0,4.0,1972.0,2.0,4.0,,10.0,11.0,1,0,0,1,1,0,18.0,51.0,0.0,0,0,0
2427,1,1.2038247711023997,1.0,1.0,4.0,1964.0,1.0,5.0,3677.0,70.0,8.0,1,0,0,1,1,0,26.0,59.0,0.0,0,0,0
2428,3,1.2075648348440184,1.0,1.0,4.0,1972.0,1.0,5.0,3500.0,60.0,6.0,3,0,0,1,1,0,18.0,51.0,0.0,0,0,0
2429,-50,1.2075648348440184,3.0,1.0,4.0,1996.0,2.0,4.0,1000.0,80.0,1.0,-50,,,0,0,0,-6.0,27.0,0.0,1,0,0
2430,2,1.2524284086434012,1.0,1.0,,1950.0,1.0,2.0,1500.0,80.0,95.0,2,0,0,1,1,,40.0,73.0,,0,,
2431,1,1.2524284086434012,1.0,1.0,4.0,1997.0,1.0,4.0,2500.0,90.0,2.0,1,0,0,1,1,0,-7.0,26.0,0.0,1,0,0
2432,1,0.5408545025487828,1.0,2.0,1.0,1985.0,1.0,5.0,3100.0,150.0,16.0,1,0,0,1,1,1,5.0,38.0,5.0,0,1,0
2433,3,0.5408545025487828,1.0,2.0,1.0,1969.0,2.0,3.0,2350.0,160.0,17.0,3,0,0,1,1,1,21.0,54.0,18.0,0,1,1
2434,2,1.2038247711023997,1.0,1.0,4.0,1987.0,1.0,3.0,8750.0,90.0,2.0,2,0,0,1,1,0,3.0,36.0,0.0,0,0,0
2435,-50,1.2524284086434012,3.0,1.0,2.0,1946.0,1.0,5.0,450.0,50.0,15.0,-50,,,0,0,1,44.0,77.0,18.0,0,1,1
2436,-8,1.2524284086434012,1.0,1.0,2.0,1977.0,2.0,5.0,1875.0,30.0,15.0,-8,,,0,0,1,13.0,46.0,13.0,0,1,1
2437,-50,1.2524284086434012,3.0,1.0,,1970.0,2.0,3.0,1000.0,80.0,95.0,-50,,,0,0,,20.0,53.0,,0,,
2438,-8,1.2524284086434012,1.0,1.0,4.0,1968.0,2.0,3.0,1625.0,90.0,6.0,-8,,,0,0,0,22.0,55.0,0.0,0,0,0
2439,4,0.5011444524580629,1.0,2.0,1.0,1986.0,2.0,5.0,,140.0,15.0,4,0,0,1,1,1,4.0,37.0,4.0,0,1,0
2440,1,0.5408545025487828,1.0,2.0,1.0,1949.0,1.0,5.0,3750.0,120.0,15.0,1,0,0,1,1,1,41.0,74.0,18.0,0,1,1
2441,1,1.2524284086434012,1.0,1.0,4.0,1987.0,2.0,3.0,1800.0,80.0,1.0,1,0,0,1,1,0,3.0,36.0,0.0,0,0,0
2442,1,0.5011444524580629,1.0,2.0,1.0,1998.0,1.0,3.0,2375.0,140.0,15.0,1,0,0,1,1,1,-8.0,25.0,0.0,1,0,0
2443,4,1.2524284086434012,1.0,1.0,4.0,1998.0,1.0,5.0,,50.0,8.0,4,0,0,1,1,0,-8.0,25.0,0.0,1,0,0
2444,2,0.5011444524580629,1.0,2.0,1.0,1959.0,2.0,3.0,1100.0,150.0,16.0,2,0,0,1,1,1,31.0,64.0,18.0,0,1,1
2445,-8,0.5408545025487828,1.0,2.0,1.0,1984.0,1.0,5.0,3300.0,130.0,14.0,-8,,,0,0,1,6.0,39.0,6.0,0,1,0
2446,1,1.2075648348440184,1.0,1.0,4.0,1998.0,2.0,-33.0,,90.0,2.0,1,0,0,1,1,0,-8.0,25.0,0.0,1,0,0
2447,4,1.2038247711023997,1.0,1.0,4.0,1991.0,2.0,5.0,3800.0,50.0,8.0,4,0,0,1,1,0,-1.0,32.0,0.0,1,0,0
2448,42,0.5011444524580629,1.0,2.0,1.0,1953.0,1.0,3.0,900.0,140.0,15.0,42,1,1,1,1,1,37.0,70.0,18.0,0,1,1
2449,-9,1.2075648348440184,1.0,1.0,4.0,2002.0,2.0,,,30.0,7.0,-9,,,0,0,0,-12.0,21.0,0.0,1,0,0
2450,91,1.2524284086434012,1.0,1.0,4.0,2001.0,1.0,3.0,950.0,90.0,2.0,91,0,,1,0,0,-11.0,22.0,0.0,1,0,0
2451,42,1.2038247711023997,3.0,1.0,,1992.0,1.0,5.0,1200.0,100.0,95.0,42,1,1,1,1,,-2.0,31.0,,1,,
2452,3,1.2038247711023997,1.0,1.0,4.0,1962.0,1.0,4.0,3900.0,10.0,7.0,3,0,0,1,1,0,28.0,61.0,0.0,0,0,0
2453,42,0.5408545025487828,1.0,2.0,1.0,1967.0,1.0,3.0,2125.0,120.0,12.0,42,1,1,1,1,1,23.0,56.0,18.0,0,1,1
2454,42,0.5011444524580629,1.0,2.0,1.0,1962.0,1.0,3.0,1875.0,120.0,12.0,42,1,1,1,1,1,28.0,61.0,18.0,0,1,1
2455,1,1.2075648348440184,1.0,1.0,4.0,1994.0,1.0,4.0,2125.0,30.0,7.0,1,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
2456,1,0.5445972257083529,1.0,2.0,1.0,1958.0,1.0,3.0,2375.0,112.0,13.0,1,0,0,1,1,1,32.0,65.0,18.0,0,1,1
2457,2,1.2038247711023997,1.0,1.0,4.0,1981.0,2.0,5.0,1063.0,20.0,11.0,2,0,0,1,1,0,9.0,42.0,0.0,0,0,0
2458,4,1.2524284086434012,1.0,1.0,4.0,1953.0,2.0,3.0,1188.0,10.0,11.0,4,0,0,1,1,0,37.0,70.0,0.0,0,0,0
2459,2,1.2524284086434012,1.0,1.0,4.0,1948.0,2.0,5.0,2800.0,80.0,1.0,2,0,0,1,1,0,42.0,75.0,0.0,0,0,0
2460,-50,0.5408545025487828,3.0,2.0,,1960.0,2.0,,,140.0,95.0,-50,,,0,0,,30.0,63.0,,0,,
2461,42,0.5011444524580629,1.0,2.0,1.0,1981.0,1.0,3.0,1800.0,160.0,17.0,42,1,1,1,1,1,9.0,42.0,9.0,0,1,0
2462,4,1.2524284086434012,1.0,1.0,4.0,1998.0,1.0,3.0,1625.0,30.0,7.0,4,0,0,1,1,0,-8.0,25.0,0.0,1,0,0
2463,6,0.5445972257083529,1.0,2.0,1.0,1975.0,1.0,2.0,938.0,140.0,15.0,6,0,0,1,1,1,15.0,48.0,15.0,0,1,1
2464,-9,1.2524284086434012,1.0,1.0,4.0,1947.0,2.0,3.0,700.0,90.0,2.0,-9,,,0,0,0,43.0,76.0,0.0,0,0,0
2465,42,1.2038247711023997,1.0,1.0,4.0,1983.0,1.0,5.0,2200.0,60.0,8.0,42,1,1,1,1,0,7.0,40.0,0.0,0,0,0
2466,-42,1.2075648348440184,1.0,1.0,,1940.0,2.0,1.0,,30.0,,-42,,,0,0,,50.0,83.0,,0,,
2467,-7,1.2075648348440184,1.0,1.0,4.0,2004.0,2.0,5.0,,70.0,9.0,-7,,,0,0,0,-14.0,19.0,0.0,1,0,0
2468,-9,0.5445972257083529,1.0,2.0,1.0,1934.0,2.0,3.0,1313.0,160.0,17.0,-9,,,0,0,1,56.0,89.0,18.0,0,1,1
2469,6,0.5011444524580629,1.0,2.0,1.0,1986.0,2.0,5.0,3900.0,160.0,17.0,6,0,0,1,1,1,4.0,37.0,4.0,0,1,0
2470,-8,1.2075648348440184,1.0,1.0,4.0,1990.0,2.0,5.0,3300.0,60.0,6.0,-8,,,0,0,0,0.0,33.0,0.0,0,0,0
2471,-8,0.5408545025487828,1.0,2.0,1.0,1964.0,1.0,3.0,1875.0,150.0,16.0,-8,,,0,0,1,26.0,59.0,18.0,0,1,1
2472,4,1.2038247711023997,1.0,1.0,2.0,1973.0,2.0,5.0,2875.0,80.0,13.0,4,0,0,1,1,1,17.0,50.0,17.0,0,1,1
2473,-8,1.2524284086434012,1.0,1.0,4.0,1963.0,2.0,2.0,1300.0,30.0,7.0,-8,,,0,0,0,27.0,60.0,0.0,0,0,0
2474,1,1.2524284086434012,1.0,1.0,4.0,1956.0,1.0,3.0,1900.0,90.0,2.0,1,0,0,1,1,0,34.0,67.0,0.0,0,0,0
2475,4,1.2075648348440184,1.0,1.0,4.0,1962.0,2.0,5.0,2300.0,50.0,8.0,4,0,0,1,1,0,28.0,61.0,0.0,0,0,0
2476,91,0.5011444524580629,1.0,2.0,1.0,1936.0,1.0,2.0,1875.0,120.0,12.0,91,0,,1,0,1,54.0,87.0,18.0,0,1,1
2477,1,1.2075648348440184,1.0,1.0,4.0,1973.0,2.0,3.0,2000.0,90.0,2.0,1,0,0,1,1,0,17.0,50.0,0.0,0,0,0
2478,-8,0.5445972257083529,1.0,2.0,1.0,1985.0,2.0,3.0,2125.0,150.0,16.0,-8,,,0,0,1,5.0,38.0,5.0,0,1,0
2479,2,1.2524284086434012,1.0,1.0,,1959.0,2.0,5.0,2625.0,60.0,95.0,2,0,0,1,1,,31.0,64.0,,0,,
2480,-8,1.2038247711023997,1.0,1.0,4.0,1955.0,1.0,2.0,1875.0,50.0,8.0,-8,,,0,0,0,35.0,68.0,0.0,0,0,0
2481,2,1.2075648348440184,1.0,1.0,,1952.0,2.0,3.0,800.0,90.0,95.0,2,0,0,1,1,,38.0,71.0,,0,,
2482,1,1.2038247711023997,1.0,1.0,4.0,1969.0,2.0,5.0,1063.0,80.0,1.0,1,0,0,1,1,0,21.0,54.0,0.0,0,0,0
2483,-7,0.5408545025487828,1.0,2.0,1.0,1976.0,1.0,3.0,1875.0,130.0,14.0,-7,,,0,0,1,14.0,47.0,14.0,0,1,1
2484,-8,0.5011444524580629,1.0,2.0,1.0,1981.0,2.0,3.0,2400.0,120.0,15.0,-8,,,0,0,1,9.0,42.0,9.0,0,1,0
2485,2,1.2524284086434012,1.0,1.0,4.0,2003.0,2.0,5.0,,90.0,2.0,2,0,0,1,1,0,-13.0,20.0,0.0,1,0,0
