respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample,east_youth,age_1990,age_2023,dose_years,born_after_1990,gdr_exposed,gdr_socialized_10plus
4167,6,0.5011444524580629,1.0,2.0,1.0,1986.0,2.0,3.0,1400.0,130.0,14.0,6,0,0,1,1,1,4.0,37.0,4.0,0,1,0
4168,-8,1.2038247711023997,1.0,1.0,2.0,1971.0,1.0,5.0,2875.0,90.0,16.0,-8,,,0,0,1,19.0,52.0,18.0,0,1,1
4169,2,1.2075648348440184,1.0,1.0,4.0,1963.0,2.0,3.0,650.0,50.0,8.0,2,0,0,1,1,0,27.0,60.0,0.0,0,0,0
4170,1,1.2524284086434012,1.0,1.0,4.0,1954.0,1.0,3.0,1500.0,50.0,8.0,1,0,0,1,1,0,36.0,69.0,0.0,0,0,0
4171,-7,1.2524284086434012,1.0,1.0,4.0,1979.0,2.0,3.0,2625.0,30.0,7.0,-7,,,0,0,0,11.0,44.0,0.0,0,0,0
4172,4,0.5011444524580629,1.0,2.0,1.0,1960.0,1.0,5.0,2140.0,160.0,17.0,4,0,0,1,1,1,30.0,63.0,18.0,0,1,1
4173,3,0.5011444524580629,1.0,2.0,1.0,1956.0,1.0,2.0,1100.0,140.0,15.0,3,0,0,1,1,1,34.0,67.0,18.0,0,1,1
4174,6,1.2075648348440184,1.0,1.0,4.0,2001.0,1.0,5.0,520.0,111.0,4.0,6,0,0,1,1,0,-11.0,22.0,0.0,1,0,0
4175,1,1.2038247711023997,1.0,1.0,4.0,1979.0,2.0,6.0,1438.0,90.0,2.0,1,0,0,1,1,0,11.0,44.0,0.0,0,0,0
4176,1,0.5408545025487828,3.0,2.0,,1974.0,2.0,4.0,1875.0,112.0,95.0,1,0,0,1,1,,16.0,49.0,,0,,
4177,-9,0.5011444524580629,1.0,2.0,1.0,1967.0,1.0,5.0,3500.0,120.0,16.0,-9,,,0,0,1,23.0,56.0,18.0,0,1,1
4178,42,0.5011444524580629,1.0,2.0,1.0,1952.0,2.0,3.0,2625.0,160.0,17.0,42,1,1,1,1,1,38.0,71.0,18.0,0,1,1
4179,42,1.2524284086434012,1.0,1.0,4.0,1989.0,1.0,5.0,3200.0,50.0,8.0,42,1,1,1,1,0,1.0,34.0,0.0,0,0,0
4180,2,1.2075648348440184,1.0,1.0,4.0,1958.0,2.0,3.0,,50.0,8.0,2,0,0,1,1,0,32.0,65.0,0.0,0,0,0
4181,1,1.2038247711023997,1.0,1.0,,1936.0,2.0,1.0,1500.0,50.0,95.0,1,0,0,1,1,,54.0,87.0,,0,,
4182,3,1.2038247711023997,1.0,1.0,,1965.0,2.0,5.0,1063.0,60.0,95.0,3,0,0,1,1,,25.0,58.0,,0,,
4183,-7,0.5445972257083529,1.0,2.0,1.0,1969.0,2.0,3.0,2125.0,160.0,12.0,-7,,,0,0,1,21.0,54.0,18.0,0,1,1
4184,1,1.2524284086434012,1.0,1.0,4.0,1953.0,2.0,2.0,400.0,30.0,7.0,1,0,0,1,1,0,37.0,70.0,0.0,0,0,0
4185,-8,1.2038247711023997,1.0,1.0,4.0,1978.0,2.0,3.0,1300.0,70.0,9.0,-8,,,0,0,0,12.0,45.0,0.0,0,0,0
4186,4,1.2038247711023997,1.0,1.0,4.0,1952.0,1.0,5.0,1625.0,20.0,5.0,4,0,0,1,1,0,38.0,71.0,0.0,0,0,0
4187,4,1.2075648348440184,3.0,1.0,,2000.0,2.0,-33.0,1300.0,90.0,95.0,4,0,0,1,1,,-10.0,23.0,,1,,
4188,2,1.2075648348440184,1.0,1.0,4.0,1954.0,1.0,4.0,2400.0,30.0,7.0,2,0,0,1,1,0,36.0,69.0,0.0,0,0,0
4189,6,0.5408545025487828,1.0,2.0,1.0,1984.0,1.0,5.0,3200.0,140.0,15.0,6,0,0,1,1,1,6.0,39.0,6.0,0,1,0
4190,-8,0.5011444524580629,1.0,2.0,1.0,1961.0,1.0,2.0,1200.0,140.0,15.0,-8,,,0,0,1,29.0,62.0,18.0,0,1,1
4191,-9,1.2075648348440184,1.0,1.0,4.0,2004.0,1.0,7.0,,70.0,9.0,-9,,,0,0,0,-14.0,19.0,0.0,1,0,0
4192,3,1.2075648348440184,1.0,1.0,4.0,2004.0,2.0,5.0,200.0,90.0,2.0,3,0,0,1,1,0,-14.0,19.0,0.0,1,0,0
4193,42,0.5011444524580629,1.0,2.0,1.0,1985.0,2.0,3.0,1600.0,150.0,16.0,42,1,1,1,1,1,5.0,38.0,5.0,0,1,0
4194,-8,0.5011444524580629,1.0,2.0,1.0,1958.0,2.0,1.0,650.0,150.0,16.0,-8,,,0,0,1,32.0,65.0,18.0,0,1,1
4195,90,0.5408545025487828,1.0,2.0,3.0,2004.0,1.0,5.0,,120.0,10.0,90,0,0,1,1,0,-14.0,19.0,0.0,1,0,0
4196,42,0.5011444524580629,1.0,2.0,1.0,1986.0,1.0,3.0,1875.0,140.0,15.0,42,1,1,1,1,1,4.0,37.0,4.0,0,1,0
4197,-8,0.5445972257083529,1.0,2.0,1.0,1955.0,2.0,3.0,1625.0,150.0,16.0,-8,,,0,0,1,35.0,68.0,18.0,0,1,1
4198,4,1.2524284086434012,1.0,1.0,4.0,1996.0,2.0,5.0,650.0,80.0,6.0,4,0,0,1,1,0,-6.0,27.0,0.0,1,0,0
4199,90,1.2524284086434012,1.0,1.0,4.0,1984.0,1.0,4.0,2300.0,50.0,8.0,90,0,0,1,1,0,6.0,39.0,0.0,0,0,0
4200,4,1.2075648348440184,1.0,1.0,4.0,1991.0,2.0,5.0,2600.0,50.0,8.0,4,0,0,1,1,0,-1.0,32.0,0.0,1,0,0
4201,4,0.5408545025487828,1.0,2.0,1.0,1956.0,2.0,5.0,2840.0,160.0,17.0,4,0,0,1,1,1,34.0,67.0,18.0,0,1,1
4202,-8,0.5445972257083529,1.0,2.0,1.0,1983.0,2.0,2.0,,150.0,16.0,-8,,,0,0,1,7.0,40.0,7.0,0,1,0
4203,1,1.2038247711023997,1.0,1.0,,1961.0,2.0,5.0,450.0,50.0,95.0,1,0,0,1,1,,29.0,62.0,,0,,
4204,-8,0.5011444524580629,1.0,2.0,1.0,1951.0,2.0,3.0,1500.0,140.0,15.0,-8,,,0,0,1,39.0,72.0,18.0,0,1,1
4205,3,1.2524284086434012,1.0,1.0,2.0,1982.0,2.0,3.0,1530.0,90.0,15.0,3,0,0,1,1,1,8.0,41.0,8.0,0,1,0
4206,90,0.5011444524580629,1.0,2.0,1.0,1973.0,2.0,4.0,2900.0,150.0,16.0,90,0,0,1,1,1,17.0,50.0,17.0,0,1,1
4207,6,0.5408545025487828,,2.0,1.0,1975.0,2.0,5.0,1850.0,130.0,14.0,6,0,0,1,1,1,15.0,48.0,15.0,0,1,1
4208,3,0.5011444524580629,1.0,2.0,1.0,1999.0,2.0,5.0,1600.0,140.0,15.0,3,0,0,1,1,1,-9.0,24.0,0.0,1,0,0
4209,-8,0.5445972257083529,1.0,2.0,1.0,1957.0,1.0,2.0,,120.0,12.0,-8,,,0,0,1,33.0,66.0,18.0,0,1,1
4210,-50,1.2524284086434012,3.0,1.0,4.0,1996.0,1.0,3.0,2300.0,90.0,2.0,-50,,,0,0,0,-6.0,27.0,0.0,1,0,0
4211,1,1.2038247711023997,1.0,1.0,4.0,1987.0,1.0,4.0,3250.0,50.0,8.0,1,0,0,1,1,0,3.0,36.0,0.0,0,0,0
4212,3,1.2075648348440184,1.0,1.0,4.0,1963.0,1.0,3.0,3750.0,50.0,8.0,3,0,0,1,1,0,27.0,60.0,0.0,0,0,0
4213,1,1.2524284086434012,3.0,1.0,,1941.0,1.0,3.0,3500.0,80.0,95.0,1,0,0,1,1,,49.0,82.0,,0,,
4214,1,1.2038247711023997,1.0,1.0,4.0,1930.0,1.0,2.0,2125.0,90.0,2.0,1,0,0,1,1,0,60.0,93.0,0.0,0,0,0
4215,-8,0.5445972257083529,1.0,2.0,1.0,1949.0,2.0,3.0,938.0,140.0,15.0,-8,,,0,0,1,41.0,74.0,18.0,0,1,1
4216,1,1.2075648348440184,1.0,1.0,4.0,1943.0,2.0,,350.0,80.0,7.0,1,0,0,1,1,0,47.0,80.0,0.0,0,0,0
4217,4,1.2524284086434012,1.0,1.0,4.0,1964.0,2.0,5.0,1200.0,50.0,8.0,4,0,0,1,1,0,26.0,59.0,0.0,0,0,0
4218,42,0.5408545025487828,1.0,2.0,1.0,,1.0,,2125.0,160.0,17.0,42,1,1,1,1,1,,,,,,
4219,1,1.2075648348440184,1.0,1.0,4.0,1986.0,2.0,5.0,3363.0,50.0,7.0,1,0,0,1,1,0,4.0,37.0,0.0,0,0,0
4220,1,1.2524284086434012,3.0,1.0,,1972.0,1.0,3.0,,60.0,95.0,1,0,0,1,1,,18.0,51.0,,0,,
4221,90,0.5408545025487828,1.0,2.0,1.0,1988.0,2.0,5.0,2000.0,120.0,12.0,90,0,0,1,1,1,2.0,35.0,2.0,0,1,0
4222,42,1.2524284086434012,1.0,1.0,4.0,1958.0,1.0,2.0,2750.0,30.0,7.0,42,1,1,1,1,0,32.0,65.0,0.0,0,0,0
4223,2,1.2038247711023997,1.0,1.0,4.0,1943.0,2.0,2.0,1438.0,70.0,9.0,2,0,0,1,1,0,47.0,80.0,0.0,0,0,0
4224,-50,1.2524284086434012,3.0,1.0,,1981.0,2.0,5.0,1500.0,50.0,95.0,-50,,,0,0,,9.0,42.0,,0,,
4225,-8,1.2038247711023997,1.0,1.0,4.0,2004.0,1.0,7.0,,60.0,6.0,-8,,,0,0,0,-14.0,19.0,0.0,1,0,0
4226,6,0.5445972257083529,1.0,2.0,1.0,2000.0,2.0,5.0,1063.0,140.0,15.0,6,0,0,1,1,1,-10.0,23.0,0.0,1,0,0
4227,4,1.2038247711023997,1.0,1.0,2.0,1962.0,2.0,3.0,1875.0,30.0,14.0,4,0,0,1,1,1,28.0,61.0,18.0,0,1,1
4228,91,1.2075648348440184,1.0,1.0,4.0,1953.0,2.0,5.0,688.0,10.0,5.0,91,0,,1,0,0,37.0,70.0,0.0,0,0,0
4229,-7,1.2075648348440184,1.0,1.0,4.0,2000.0,1.0,4.0,,50.0,8.0,-7,,,0,0,0,-10.0,23.0,0.0,1,0,0
4230,1,0.5408545025487828,1.0,2.0,1.0,1965.0,1.0,3.0,3300.0,140.0,15.0,1,0,0,1,1,1,25.0,58.0,18.0,0,1,1
4231,3,0.5011444524580629,2.0,2.0,3.0,1968.0,1.0,5.0,2200.0,112.0,1.0,3,0,0,1,1,0,22.0,55.0,0.0,0,0,0
4232,2,1.2524284086434012,1.0,1.0,4.0,1962.0,1.0,2.0,450.0,60.0,6.0,2,0,0,1,1,0,28.0,61.0,0.0,0,0,0
4233,4,1.2075648348440184,1.0,1.0,4.0,1982.0,2.0,5.0,2500.0,50.0,8.0,4,0,0,1,1,0,8.0,41.0,0.0,0,0,0
4234,1,1.2524284086434012,1.0,1.0,2.0,1941.0,1.0,2.0,1100.0,50.0,16.0,1,0,0,1,1,1,49.0,82.0,18.0,0,1,1
4235,91,1.2524284086434012,1.0,1.0,4.0,1988.0,2.0,3.0,2000.0,50.0,2.0,91,0,,1,0,0,2.0,35.0,0.0,0,0,0
4236,2,1.2524284086434012,1.0,1.0,4.0,1940.0,2.0,2.0,1000.0,50.0,8.0,2,0,0,1,1,0,50.0,83.0,0.0,0,0,0
4237,90,1.2524284086434012,1.0,1.0,4.0,1969.0,2.0,3.0,1800.0,30.0,7.0,90,0,0,1,1,0,21.0,54.0,0.0,0,0,0
4238,1,0.5445972257083529,1.0,2.0,1.0,1953.0,1.0,5.0,3750.0,120.0,16.0,1,0,0,1,1,1,37.0,70.0,18.0,0,1,1
4239,-8,0.5445972257083529,1.0,2.0,1.0,1997.0,1.0,2.0,1300.0,120.0,12.0,-8,,,0,0,1,-7.0,26.0,0.0,1,0,0
4240,42,0.5408545025487828,1.0,2.0,1.0,1975.0,1.0,3.0,,120.0,12.0,42,1,1,1,1,1,15.0,48.0,15.0,0,1,1
4241,1,1.2075648348440184,1.0,1.0,4.0,1996.0,2.0,5.0,2363.0,90.0,2.0,1,0,0,1,1,0,-6.0,27.0,0.0,1,0,0
4242,1,0.5011444524580629,1.0,2.0,,1954.0,2.0,5.0,1250.0,112.0,,1,0,0,1,1,,36.0,69.0,,0,,
4243,1,1.2038247711023997,1.0,1.0,4.0,1978.0,1.0,4.0,3600.0,70.0,9.0,1,0,0,1,1,0,12.0,45.0,0.0,0,0,0
4244,1,1.2524284086434012,2.0,1.0,,1973.0,1.0,5.0,5000.0,90.0,95.0,1,0,0,1,1,,17.0,50.0,,0,,
4245,1,1.2038247711023997,1.0,1.0,4.0,1955.0,1.0,2.0,2375.0,80.0,1.0,1,0,0,1,1,0,35.0,68.0,0.0,0,0,0
4246,42,1.2524284086434012,1.0,1.0,2.0,1980.0,1.0,3.0,2625.0,90.0,14.0,42,1,1,1,1,1,10.0,43.0,10.0,0,1,1
4247,-8,1.2038247711023997,1.0,1.0,4.0,1963.0,1.0,5.0,10000.0,90.0,8.0,-8,,,0,0,0,27.0,60.0,0.0,0,0,0
4248,-8,1.2524284086434012,1.0,1.0,4.0,1954.0,2.0,3.0,,50.0,8.0,-8,,,0,0,0,36.0,69.0,0.0,0,0,0
4249,91,1.2524284086434012,1.0,1.0,4.0,1970.0,2.0,1.0,150.0,60.0,1.0,91,0,,1,0,0,20.0,53.0,0.0,0,0,0
4250,91,0.5408545025487828,1.0,2.0,1.0,1957.0,1.0,3.0,1875.0,120.0,12.0,91,0,,1,0,1,33.0,66.0,18.0,0,1,1
4251,-8,0.5011444524580629,1.0,2.0,1.0,1948.0,2.0,5.0,2375.0,140.0,16.0,-8,,,0,0,1,42.0,75.0,18.0,0,1,1
4252,3,1.2075648348440184,1.0,1.0,2.0,1948.0,2.0,,3250.0,80.0,15.0,3,0,0,1,1,1,42.0,75.0,18.0,0,1,1
4253,3,1.2524284086434012,1.0,1.0,4.0,1993.0,1.0,3.0,3800.0,30.0,7.0,3,0,0,1,1,0,-3.0,30.0,0.0,1,0,0
4254,1,1.2075648348440184,1.0,1.0,4.0,1958.0,2.0,4.0,1625.0,30.0,7.0,1,0,0,1,1,0,32.0,65.0,0.0,0,0,0
4255,90,1.2075648348440184,1.0,1.0,4.0,1965.0,1.0,3.0,2442.0,80.0,1.0,90,0,0,1,1,0,25.0,58.0,0.0,0,0,0
4256,91,0.5011444524580629,1.0,2.0,3.0,1971.0,1.0,4.0,3200.0,112.0,8.0,91,0,,1,0,0,19.0,52.0,0.0,0,0,0
4257,1,0.5011444524580629,1.0,2.0,1.0,1991.0,2.0,5.0,1300.0,120.0,12.0,1,0,0,1,1,1,-1.0,32.0,0.0,1,0,0
4258,1,1.2524284086434012,1.0,1.0,4.0,1985.0,2.0,4.0,3500.0,80.0,1.0,1,0,0,1,1,0,5.0,38.0,0.0,0,0,0
4259,91,0.5011444524580629,1.0,2.0,1.0,1969.0,2.0,3.0,1920.0,150.0,16.0,91,0,,1,0,1,21.0,54.0,18.0,0,1,1
4260,1,0.5011444524580629,1.0,2.0,1.0,1945.0,1.0,3.0,1500.0,140.0,15.0,1,0,0,1,1,1,45.0,78.0,18.0,0,1,1
4261,1,1.2524284086434012,1.0,1.0,4.0,1993.0,2.0,2.0,395.0,30.0,7.0,1,0,0,1,1,0,-3.0,30.0,0.0,1,0,0
4262,6,0.5011444524580629,1.0,2.0,1.0,1943.0,1.0,5.0,1600.0,130.0,14.0,6,0,0,1,1,1,47.0,80.0,18.0,0,1,1
4263,42,1.2524284086434012,1.0,1.0,4.0,1968.0,1.0,5.0,2200.0,60.0,7.0,42,1,1,1,1,0,22.0,55.0,0.0,0,0,0
4264,1,1.2075648348440184,1.0,1.0,4.0,1949.0,1.0,4.0,3200.0,80.0,1.0,1,0,0,1,1,0,41.0,74.0,0.0,0,0,0
4265,1,1.2075648348440184,1.0,1.0,4.0,1964.0,1.0,3.0,3150.0,80.0,1.0,1,0,0,1,1,0,26.0,59.0,0.0,0,0,0
4266,3,1.2075648348440184,1.0,1.0,2.0,1976.0,1.0,3.0,2700.0,90.0,12.0,3,0,0,1,1,1,14.0,47.0,14.0,0,1,1
4267,42,1.2524284086434012,1.0,1.0,4.0,2000.0,1.0,3.0,993.0,80.0,1.0,42,1,1,1,1,0,-10.0,23.0,0.0,1,0,0
4268,4,0.5011444524580629,1.0,2.0,1.0,2000.0,1.0,5.0,900.0,150.0,16.0,4,0,0,1,1,1,-10.0,23.0,0.0,1,0,0
4269,42,1.2038247711023997,1.0,1.0,2.0,1969.0,2.0,5.0,,90.0,12.0,42,1,1,1,1,1,21.0,54.0,18.0,0,1,1
4270,1,1.2075648348440184,1.0,1.0,4.0,1985.0,2.0,4.0,1700.0,90.0,2.0,1,0,0,1,1,0,5.0,38.0,0.0,0,0,0
4271,90,1.2075648348440184,1.0,1.0,4.0,1988.0,2.0,5.0,1650.0,50.0,8.0,90,0,0,1,1,0,2.0,35.0,0.0,0,0,0
4272,3,1.2075648348440184,1.0,1.0,4.0,1949.0,2.0,2.0,1875.0,60.0,6.0,3,0,0,1,1,0,41.0,74.0,0.0,0,0,0
4273,91,0.5445972257083529,1.0,2.0,1.0,1965.0,1.0,3.0,2375.0,140.0,15.0,91,0,,1,0,1,25.0,58.0,18.0,0,1,1
4274,1,1.2524284086434012,1.0,1.0,4.0,1999.0,2.0,5.0,1000.0,70.0,9.0,1,0,0,1,1,0,-9.0,24.0,0.0,1,0,0
4275,2,1.2038247711023997,1.0,1.0,4.0,1980.0,2.0,3.0,938.0,30.0,7.0,2,0,0,1,1,0,10.0,43.0,0.0,0,0,0
4276,2,0.5011444524580629,1.0,2.0,1.0,1954.0,2.0,3.0,1500.0,120.0,12.0,2,0,0,1,1,1,36.0,69.0,18.0,0,1,1
4277,2,0.5408545025487828,1.0,2.0,1.0,1950.0,2.0,3.0,1438.0,120.0,12.0,2,0,0,1,1,1,40.0,73.0,18.0,0,1,1
4278,-8,1.2524284086434012,1.0,1.0,4.0,1982.0,1.0,4.0,2700.0,30.0,7.0,-8,,,0,0,0,8.0,41.0,0.0,0,0,0
4279,1,1.2038247711023997,1.0,1.0,4.0,1969.0,1.0,3.0,3750.0,60.0,6.0,1,0,0,1,1,0,21.0,54.0,0.0,0,0,0
4280,4,1.2038247711023997,1.0,1.0,4.0,1963.0,1.0,5.0,5500.0,50.0,8.0,4,0,0,1,1,0,27.0,60.0,0.0,0,0,0
4281,4,1.2038247711023997,1.0,1.0,4.0,1981.0,1.0,5.0,2400.0,30.0,7.0,4,0,0,1,1,0,9.0,42.0,0.0,0,0,0
4282,-8,1.2075648348440184,1.0,1.0,4.0,1997.0,1.0,5.0,500.0,70.0,6.0,-8,,,0,0,0,-7.0,26.0,0.0,1,0,0
4283,2,1.2038247711023997,1.0,1.0,4.0,1962.0,1.0,4.0,,100.0,10.0,2,0,0,1,1,0,28.0,61.0,0.0,0,0,0
4284,90,1.2075648348440184,1.0,1.0,4.0,1972.0,1.0,3.0,3500.0,50.0,8.0,90,0,0,1,1,0,18.0,51.0,0.0,0,0,0
4285,2,1.2524284086434012,1.0,1.0,4.0,1989.0,2.0,3.0,2100.0,30.0,7.0,2,0,0,1,1,0,1.0,34.0,0.0,0,0,0
4286,-7,1.2075648348440184,1.0,1.0,,1939.0,2.0,3.0,2125.0,70.0,,-7,,,0,0,,51.0,84.0,,0,,
4287,42,1.2038247711023997,1.0,1.0,4.0,1964.0,2.0,3.0,2125.0,80.0,1.0,42,1,1,1,1,0,26.0,59.0,0.0,0,0,0
4288,2,1.2075648348440184,1.0,1.0,4.0,1968.0,1.0,2.0,2200.0,90.0,2.0,2,0,0,1,1,0,22.0,55.0,0.0,0,0,0
4289,-8,1.2075648348440184,1.0,1.0,4.0,1946.0,2.0,2.0,150.0,60.0,6.0,-8,,,0,0,0,44.0,77.0,0.0,0,0,0
4290,4,1.2075648348440184,1.0,1.0,4.0,1976.0,1.0,5.0,2125.0,50.0,8.0,4,0,0,1,1,0,14.0,47.0,0.0,0,0,0
4291,-50,1.2524284086434012,3.0,1.0,,1979.0,2.0,5.0,,50.0,95.0,-50,,,0,0,,11.0,44.0,,0,,
4292,3,1.2038247711023997,1.0,1.0,4.0,1990.0,1.0,3.0,1850.0,90.0,7.0,3,0,0,1,1,0,0.0,33.0,0.0,0,0,0
4293,1,1.2038247711023997,1.0,1.0,2.0,1938.0,2.0,2.0,350.0,50.0,16.0,1,0,0,1,1,1,52.0,85.0,18.0,0,1,1
4294,91,1.2038247711023997,1.0,1.0,4.0,1973.0,1.0,2.0,1438.0,50.0,8.0,91,0,,1,0,0,17.0,50.0,0.0,0,0,0
4295,6,1.2524284086434012,1.0,1.0,4.0,1996.0,1.0,3.0,2875.0,50.0,8.0,6,0,0,1,1,0,-6.0,27.0,0.0,1,0,0
4296,1,1.2038247711023997,1.0,1.0,2.0,1988.0,1.0,5.0,4250.0,80.0,15.0,1,0,0,1,1,1,2.0,35.0,2.0,0,1,0
4297,3,1.2075648348440184,1.0,1.0,4.0,1946.0,1.0,5.0,5500.0,50.0,8.0,3,0,0,1,1,0,44.0,77.0,0.0,0,0,0
4298,1,1.2075648348440184,1.0,1.0,4.0,1959.0,2.0,2.0,1875.0,50.0,1.0,1,0,0,1,1,0,31.0,64.0,0.0,0,0,0
4299,2,1.2524284086434012,1.0,1.0,4.0,1939.0,1.0,2.0,,20.0,11.0,2,0,0,1,1,0,51.0,84.0,0.0,0,0,0
4300,90,1.2075648348440184,1.0,1.0,4.0,1962.0,1.0,2.0,2125.0,90.0,2.0,90,0,0,1,1,0,28.0,61.0,0.0,0,0,0
4301,42,0.5408545025487828,1.0,2.0,,2004.0,2.0,4.0,,120.0,95.0,42,1,1,1,1,,-14.0,19.0,,1,,
4302,90,0.5011444524580629,1.0,2.0,1.0,1941.0,2.0,2.0,1438.0,140.0,15.0,90,0,0,1,1,1,49.0,82.0,18.0,0,1,1
4303,-8,0.5408545025487828,1.0,2.0,1.0,1999.0,2.0,5.0,1200.0,140.0,13.0,-8,,,0,0,1,-9.0,24.0,0.0,1,0,0
4304,2,1.2038247711023997,1.0,1.0,4.0,1966.0,1.0,3.0,2875.0,90.0,2.0,2,0,0,1,1,0,24.0,57.0,0.0,0,0,0
4305,2,1.2524284086434012,1.0,1.0,,1984.0,2.0,5.0,,100.0,95.0,2,0,0,1,1,,6.0,39.0,,0,,
4306,2,1.2524284086434012,1.0,1.0,4.0,1965.0,1.0,2.0,3300.0,90.0,2.0,2,0,0,1,1,0,25.0,58.0,0.0,0,0,0
4307,1,0.5011444524580629,1.0,2.0,1.0,1961.0,1.0,3.0,3800.0,140.0,15.0,1,0,0,1,1,1,29.0,62.0,18.0,0,1,1
4308,91,1.2075648348440184,1.0,1.0,4.0,1987.0,1.0,3.0,938.0,60.0,6.0,91,0,,1,0,0,3.0,36.0,0.0,0,0,0
4309,4,1.2524284086434012,1.0,1.0,4.0,1989.0,2.0,3.0,1875.0,80.0,1.0,4,0,0,1,1,0,1.0,34.0,0.0,0,0,0
4310,1,0.5408545025487828,1.0,2.0,1.0,1960.0,1.0,5.0,1700.0,120.0,12.0,1,0,0,1,1,1,30.0,63.0,18.0,0,1,1
4311,2,0.5011444524580629,1.0,2.0,1.0,1980.0,1.0,3.0,340.0,112.0,13.0,2,0,0,1,1,1,10.0,43.0,10.0,0,1,1
4312,91,1.2524284086434012,1.0,1.0,,1958.0,2.0,5.0,938.0,50.0,18.0,91,0,,1,0,,32.0,65.0,,0,,
4313,3,1.2038247711023997,1.0,1.0,4.0,1961.0,1.0,5.0,,80.0,1.0,3,0,0,1,1,0,29.0,62.0,0.0,0,0,0
4314,42,0.5445972257083529,1.0,2.0,1.0,,,2.0,1625.0,112.0,13.0,42,1,1,1,1,1,,,,,,
4315,-8,1.2038247711023997,1.0,1.0,,1975.0,2.0,2.0,1875.0,80.0,95.0,-8,,,0,0,,15.0,48.0,,0,,
4316,4,1.2075648348440184,1.0,1.0,4.0,1981.0,2.0,5.0,2375.0,50.0,8.0,4,0,0,1,1,0,9.0,42.0,0.0,0,0,0
4317,6,1.2524284086434012,1.0,1.0,4.0,1998.0,1.0,2.0,3760.0,10.0,11.0,6,0,0,1,1,0,-8.0,25.0,0.0,1,0,0
4318,2,0.5011444524580629,1.0,2.0,1.0,1941.0,1.0,2.0,2300.0,120.0,12.0,2,0,0,1,1,1,49.0,82.0,18.0,0,1,1
4319,1,1.2524284086434012,1.0,1.0,4.0,1949.0,1.0,2.0,938.0,60.0,6.0,1,0,0,1,1,0,41.0,74.0,0.0,0,0,0
4320,1,1.2524284086434012,1.0,1.0,4.0,1939.0,2.0,2.0,1100.0,50.0,2.0,1,0,0,1,1,0,51.0,84.0,0.0,0,0,0
4321,2,0.5445972257083529,1.0,2.0,3.0,1989.0,2.0,5.0,2100.0,120.0,7.0,2,0,0,1,1,0,1.0,34.0,0.0,0,0,0
4322,-8,0.5445972257083529,1.0,2.0,1.0,1982.0,2.0,5.0,1875.0,140.0,15.0,-8,,,0,0,1,8.0,41.0,8.0,0,1,0
4323,2,1.2524284086434012,1.0,1.0,4.0,1980.0,1.0,5.0,3250.0,50.0,6.0,2,0,0,1,1,0,10.0,43.0,0.0,0,0,0
4324,-7,1.2038247711023997,2.0,1.0,4.0,1994.0,1.0,5.0,3750.0,111.0,4.0,-7,,,0,0,0,-4.0,29.0,0.0,1,0,0
4325,4,1.2075648348440184,1.0,1.0,2.0,1987.0,2.0,4.0,3470.0,90.0,15.0,4,0,0,1,1,1,3.0,36.0,3.0,0,1,0
4326,-9,1.2524284086434012,1.0,1.0,4.0,1965.0,2.0,3.0,1188.0,60.0,6.0,-9,,,0,0,0,25.0,58.0,0.0,0,0,0
4327,4,1.2038247711023997,1.0,1.0,4.0,1964.0,2.0,5.0,2625.0,60.0,6.0,4,0,0,1,1,0,26.0,59.0,0.0,0,0,0
4328,-7,1.2524284086434012,1.0,1.0,4.0,1936.0,2.0,2.0,1150.0,50.0,8.0,-7,,,0,0,0,54.0,87.0,0.0,0,0,0
4329,-9,1.2075648348440184,3.0,1.0,4.0,1991.0,1.0,,,50.0,8.0,-9,,,0,0,0,-1.0,32.0,0.0,1,0,0
4330,1,0.5408545025487828,1.0,2.0,1.0,1963.0,1.0,4.0,3400.0,150.0,16.0,1,0,0,1,1,1,27.0,60.0,18.0,0,1,1
4331,91,0.5445972257083529,1.0,2.0,1.0,1956.0,2.0,5.0,1313.0,150.0,17.0,91,0,,1,0,1,34.0,67.0,18.0,0,1,1
4332,2,1.2524284086434012,1.0,1.0,4.0,1967.0,1.0,6.0,150.0,50.0,8.0,2,0,0,1,1,0,23.0,56.0,0.0,0,0,0
4333,4,1.2038247711023997,1.0,1.0,4.0,1957.0,2.0,3.0,938.0,30.0,9.0,4,0,0,1,1,0,33.0,66.0,0.0,0,0,0
4334,1,1.2524284086434012,1.0,1.0,4.0,1950.0,1.0,5.0,2700.0,50.0,11.0,1,0,0,1,1,0,40.0,73.0,0.0,0,0,0
4335,4,1.2075648348440184,1.0,1.0,4.0,1969.0,2.0,4.0,5500.0,30.0,7.0,4,0,0,1,1,0,21.0,54.0,0.0,0,0,0
4336,1,1.2524284086434012,1.0,1.0,4.0,1960.0,1.0,3.0,2100.0,90.0,2.0,1,0,0,1,1,0,30.0,63.0,0.0,0,0,0
4337,-50,0.5445972257083529,3.0,2.0,,1990.0,1.0,-33.0,,120.0,95.0,-50,,,0,0,,0.0,33.0,,0,,
4338,-8,0.5011444524580629,1.0,2.0,1.0,1985.0,2.0,3.0,2100.0,150.0,16.0,-8,,,0,0,1,5.0,38.0,5.0,0,1,0
