respid,y,t,w,yborn,age_1990,e_hat,m1_hat,m0_hat,psi_aipw,cate_hat
1606,0,0,1.2075648348440184,1996.0,-6.0,0.1477235997087831,0.18128164546755918,0.03489424323136911,0.18732980451254783,0.022909546098238722
1607,1,1,0.5445972257083529,1971.0,19.0,0.17329415796211697,0.28923745270340284,0.20927695739902344,4.1814406355176095,0.12610695658758778
1608,0,1,0.5445972257083529,1942.0,48.0,0.24302831619688783,0.056871459246097815,0.0031138003985593113,-0.1802539992837871,0.04788441933190856
1609,0,0,1.2038247711023995,1941.0,49.0,0.21268072860352583,0.14486892768691018,0.033007902223171674,0.153785443450644,0.05436376961978214
1610,0,0,1.2075648348440184,1953.0,37.0,0.19970786258801354,0.20811232047934888,0.08506348760319424,0.22933937807415647,0.08088176702607575
1612,0,0,1.2524284086434012,1994.0,-4.0,0.14989125008258708,0.18807174659847456,0.07966246156977637,0.20211783887844445,0.08419754241211054
1613,0,1,0.5408545025487828,1959.0,31.0,0.19105893685867328,0.22600840196590408,0.020679914739056605,-0.9775965603100965,0.26613220975213553
1614,0,0,0.5011444524580629,1987.0,3.0,0.15613095184376388,0.4127358940009884,0.14865077230225462,0.4402389605283966,0.1942790132730006
1615,0,0,1.2075648348440184,1949.0,41.0,0.19928035109063444,0.19554695262086527,0.10381693705144848,0.22138455469912866,0.07872429479262356
1616,1,1,0.5011444524580629,1971.0,19.0,0.20591964140032845,0.19082043770600315,0.07460148543230247,4.045807974434392,0.11556205205632634
1618,0,0,1.2038247711023995,1977.0,13.0,0.20032853137943776,0.14793918790108512,0.018050933183813865,0.15246119109444603,0.14410326925529263
1619,0,0,1.2524284086434012,1975.0,15.0,0.2012719711120332,0.13227786898744892,0.038885173599767994,0.14207656798685098,0.25066093381565047
1620,0,0,1.2524284086434012,1944.0,46.0,0.20878932185524293,0.1494056881393135,0.06066634327806911,0.16541467919864294,0.0287821505802945
1624,0,0,1.2524284086434012,1960.0,30.0,0.22073654990582195,0.1820085073720049,0.06296181716535683,0.19984326440469058,0.16801937279666465
1625,0,0,1.2524284086434012,1952.0,38.0,0.2358695712209642,0.18190918012381216,0.035853691097237995,0.1929763938183474,0.15147869544950812
1626,0,0,1.2524284086434012,1950.0,40.0,0.20165907930683927,0.2390274140346367,0.06808822480415865,0.2562263429254696,0.21879951741705606
1628,0,0,1.2038247711023995,1973.0,17.0,0.17387522050371212,0.21457035260068472,0.21821490227959023,0.2604982380639367,-0.04857684957136331
1630,0,0,1.2524284086434012,1988.0,2.0,0.1815922562316952,0.08303220318826475,0.12333515748675017,0.1103984026056679,-0.09557636001118616
1632,0,0,1.2075648348440184,1994.0,-4.0,0.178500000712966,0.04203778030438688,0.09198297506741657,0.06202434284773969,-0.04007377351031572
1633,0,0,1.2524284086434012,1954.0,36.0,0.1961980985418678,0.1988552697019018,0.0848917174032586,0.21957628753758857,0.09879282559455575
1634,0,0,1.2038247711023995,1994.0,-4.0,0.15303322826304036,0.2292034405531955,0.1001665542253375,0.24730192052738853,0.08419754241211054
1636,0,0,1.2524284086434012,1982.0,8.0,0.1634509545407797,0.4343154299755362,0.19813501085980345,0.47302846996855274,0.3225344488667314
1637,0,0,1.2075648348440184,1952.0,38.0,0.1955714347005809,0.23180986673365916,0.05234878998359463,0.2445368239845125,0.1559309453613119
1638,0,0,1.2075648348440184,1958.0,32.0,0.22343125558806584,0.12720047158272962,0.027850147740572637,0.135213404787634,0.06757813783325343
