respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample
1422,4,1.2075648348440184,1,1,4,1975,1,5,2480,60,6,4,0,0,1,1
1423,-7,1.2075648348440184,1,1,4,1969,2,3,-9,50,8,-7,,,0,0
1424,4,1.2038247711023997,1,1,4,1994,1,5,2100,90,2,4,0,0,1,1
1425,2,1.2038247711023997,1,1,4,1943,1,4,2375,50,8,2,0,0,1,1
1426,6,0.5011444524580629,1,2,1,1950,2,3,1125,130,14,6,0,0,1,1
1427,42,0.5011444524580629,1,2,3,1983,1,5,4100,130,11,42,1,1,1,1
1428,42,0.5445972257083529,1,2,1,1984,1,3,2500,160,17,42,1,1,1,1
1429,4,0.5011444524580629,1,2,3,1990,1,5,1350,130,1,4,0,0,1,1
1430,4,0.5445972257083529,1,2,1,1963,2,3,3250,130,14,4,0,0,1,1
1431,1,1.2038247711023997,1,1,4,1958,2,3,-9,50,8,1,0,0,1,1
1432,-9,1.2075648348440184,1,1,4,1988,3,3,-9,80,1,-9,,,0,0
1433,4,1.2524284086434012,1,1,4,1952,1,2,1875,50,8,4,0,0,1,1
1434,1,1.2075648348440184,1,1,4,1990,1,2,5000,80,1,1,0,0,1,1
1435,2,1.2038247711023997,1,1,4,1981,1,5,2625,90,2,2,0,0,1,1
1436,2,1.2038247711023997,1,1,4,2001,2,4,700,80,1,2,0,0,1,1
1437,-8,0.5011444524580629,1,2,1,1955,2,3,1600,140,15,-8,,,0,0
1438,2,1.2038247711023997,1,1,4,1957,1,5,2300,10,11,2,0,0,1,1
1439,2,1.2524284086434012,1,1,4,1958,2,2,1950,50,8,2,0,0,1,1
1440,2,0.5011444524580629,1,2,1,1958,2,3,900,130,14,2,0,0,1,1
1441,-8,1.2524284086434012,1,1,4,1964,1,5,11250,80,1,-8,,,0,0
1442,1,1.2524284086434012,1,1,2,1977,2,5,1100,90,15,1,0,0,1,1
1443,2,0.5445972257083529,1,2,1,1961,1,3,-32,130,14,2,0,0,1,1
1444,90,0.5408545025487828,1,2,1,1957,2,2,952,140,17,90,0,0,1,1
1445,1,1.2524284086434012,1,1,4,1962,2,5,4500,50,8,1,0,0,1,1
1446,1,1.2038247711023997,1,1,4,1941,1,2,-9,90,2,1,0,0,1,1
1447,90,1.2038247711023997,1,1,4,1964,2,3,1438,30,7,90,0,0,1,1
1448,90,1.2524284086434012,1,1,4,1946,2,2,1200,90,2,90,0,0,1,1
1449,6,1.2524284086434012,1,1,4,1963,1,5,3500,30,8,6,0,0,1,1
1450,4,0.5408545025487828,1,2,3,1967,1,4,5000,120,6,4,0,0,1,1
1451,-9,1.2524284086434012,1,1,4,1959,1,2,1000,50,8,-9,,,0,0
1452,4,1.2038247711023997,1,1,4,1950,2,5,3750,30,11,4,0,0,1,1
1453,-7,1.2524284086434012,1,1,4,1969,2,2,3000,90,2,-7,,,0,0
1454,90,1.2524284086434012,1,1,4,2004,2,5,813,80,1,90,0,0,1,1
1455,91,1.2524284086434012,1,1,4,1972,1,5,6750,60,6,91,0,,1,0
1456,90,1.2524284086434012,1,1,4,1964,1,2,1650,30,7,90,0,0,1,1
1457,-8,0.5445972257083529,1,2,1,1943,1,5,1438,140,16,-8,,,0,0
1458,4,0.5408545025487828,-32,2,1,1971,1,5,-9,140,12,4,0,0,1,1
1459,1,1.2075648348440184,1,1,4,1993,2,3,1100,90,2,1,0,0,1,1
1460,91,1.2038247711023997,1,1,4,2004,1,7,2100,100,10,91,0,,1,0
1461,-50,1.2524284086434012,3,1,-10,1988,1,5,950,111,95,-50,,,0,0
1462,91,0.5408545025487828,1,2,1,1967,2,3,-50,120,12,91,0,,1,0
1463,1,1.2524284086434012,1,1,4,1974,2,3,1150,80,1,1,0,0,1,1
1464,-50,1.2075648348440184,3,1,-10,1960,2,5,4000,90,95,-50,,,0,0
1465,4,1.2524284086434012,2,1,4,1987,1,3,563,20,5,4,0,0,1,1
1466,4,0.5011444524580629,1,2,1,1986,2,5,3500,112,15,4,0,0,1,1
1467,2,0.5011444524580629,1,2,3,1973,2,5,3250,130,9,2,0,0,1,1
1468,-50,1.2075648348440184,3,1,4,1965,1,2,2125,30,7,-50,,,0,0
1469,1,1.2038247711023997,1,1,4,1963,2,5,813,30,7,1,0,0,1,1
1470,1,0.5445972257083529,1,2,1,1947,1,5,1438,130,14,1,0,0,1,1
1471,4,1.2524284086434012,1,1,4,1994,1,4,1875,50,8,4,0,0,1,1
1472,2,1.2075648348440184,1,1,4,1943,1,3,4300,20,5,2,0,0,1,1
1473,-8,1.2038247711023997,1,1,4,1950,1,5,1875,90,2,-8,,,0,0
1474,1,1.2038247711023997,1,1,4,2001,2,4,1625,10,11,1,0,0,1,1
1475,2,0.5011444524580629,1,2,3,1984,2,3,4250,130,3,2,0,0,1,1
1476,1,0.5011444524580629,1,2,1,1945,2,3,800,120,12,1,0,0,1,1
1477,1,0.5011444524580629,1,2,1,1988,1,3,1450,130,14,1,0,0,1,1
1478,1,0.5408545025487828,1,2,1,1970,1,3,5500,112,13,1,0,0,1,1
1479,1,0.5408545025487828,1,2,1,1962,1,5,4250,140,15,1,0,0,1,1
1480,4,1.2524284086434012,1,1,4,1946,2,2,560,50,8,4,0,0,1,1
1481,4,1.2038247711023997,1,1,4,1965,1,5,-9,10,11,4,0,0,1,1
1482,-50,0.5011444524580629,3,2,-10,1991,1,3,850,112,95,-50,,,0,0
1483,-8,1.2524284086434012,1,1,4,1964,1,2,2800,50,8,-8,,,0,0
1484,91,1.2038247711023997,1,1,4,1969,2,5,2125,50,8,91,0,,1,0
1485,1,0.5011444524580629,1,2,1,1950,1,5,4500,140,15,1,0,0,1,1
1486,4,1.2038247711023997,1,1,4,1975,1,5,5000,80,1,4,0,0,1,1
1487,1,1.2038247711023997,1,1,4,1961,2,3,2125,60,6,1,0,0,1,1
1488,6,0.5445972257083529,1,2,1,2003,2,5,688,150,16,6,0,0,1,1
1489,1,1.2075648348440184,1,1,4,1942,2,2,1625,90,2,1,0,0,1,1
1490,1,1.2038247711023997,1,1,4,1973,2,4,1188,111,4,1,0,0,1,1
1491,4,1.2524284086434012,1,1,4,1959,2,3,610,30,7,4,0,0,1,1
1492,2,1.2038247711023997,1,1,4,1955,1,3,3000,70,9,2,0,0,1,1
1493,-8,1.2524284086434012,1,1,4,1965,2,3,400,50,8,-8,,,0,0
1494,-8,1.2038247711023997,1,1,4,1981,1,4,-50,50,8,-8,,,0,0
1495,6,1.2075648348440184,1,1,4,1996,2,5,-50,20,5,6,0,0,1,1
1496,6,0.5011444524580629,1,2,1,1935,1,3,2000,112,12,6,0,0,1,1
1497,6,0.5011444524580629,1,2,1,1977,1,3,2400,112,12,6,0,0,1,1
1498,-8,0.5011444524580629,1,2,1,1989,1,5,2100,120,12,-8,,,0,0
1499,2,1.2075648348440184,1,1,4,2000,2,5,970,10,7,2,0,0,1,1
1500,90,0.5011444524580629,1,2,3,1950,2,3,2100,112,6,90,0,0,1,1
1501,1,1.2524284086434012,1,1,4,1976,1,4,2500,80,1,1,0,0,1,1
1502,-8,1.2038247711023997,1,1,4,2001,2,5,938,80,1,-8,,,0,0
1503,91,1.2038247711023997,1,1,4,1974,2,2,1188,10,11,91,0,,1,0
1504,42,0.5011444524580629,1,2,1,1993,2,2,1100,160,17,42,1,1,1,1
1505,4,1.2038247711023997,2,1,4,2004,1,5,-50,90,2,4,0,0,1,1
1506,-50,1.2524284086434012,3,1,-10,1978,2,5,1500,70,95,-50,,,0,0
1507,2,1.2075648348440184,1,1,4,1952,1,5,4000,60,6,2,0,0,1,1
1508,6,0.5445972257083529,1,2,1,1987,2,5,2400,140,17,6,0,0,1,1
1509,1,0.5445972257083529,1,2,1,1958,2,5,2375,112,12,1,0,0,1,1
1510,3,1.2075648348440184,1,1,4,1959,1,2,2375,90,2,3,0,0,1,1
1511,90,1.2075648348440184,1,1,4,1994,1,3,2890,90,2,90,0,0,1,1
1512,-50,1.2524284086434012,3,1,-10,1951,2,5,2350,80,95,-50,,,0,0
1513,4,1.2038247711023997,1,1,4,1971,1,5,2375,50,8,4,0,0,1,1
1514,3,1.2038247711023997,1,1,4,1979,1,5,11250,90,1,3,0,0,1,1
1515,2,0.5011444524580629,1,2,1,1940,1,4,2200,160,15,2,0,0,1,1
1516,91,0.5445972257083529,1,2,1,1962,2,3,2375,140,17,91,0,,1,0
1517,-50,0.5011444524580629,3,2,-10,1985,2,5,2250,130,95,-50,,,0,0
1518,1,1.2524284086434012,1,1,4,1972,2,3,1980,70,9,1,0,0,1,1
1519,2,0.5011444524580629,1,2,1,1937,1,4,1500,130,14,2,0,0,1,1
1520,4,1.2075648348440184,1,1,4,2004,2,5,200,10,11,4,0,0,1,1
1521,3,1.2075648348440184,1,1,4,1973,2,5,3500,80,1,3,0,0,1,1
1522,-8,1.2075648348440184,1,1,4,1962,1,3,2300,30,7,-8,,,0,0
1523,4,0.5011444524580629,1,2,3,1966,1,5,4300,140,11,4,0,0,1,1
1524,1,1.2038247711023997,1,1,2,1968,1,5,2500,30,16,1,0,0,1,1
1525,42,1.2075648348440184,1,1,4,1985,2,4,2375,30,7,42,1,1,1,1
1526,2,0.5408545025487828,1,2,1,1949,1,-33,3100,160,17,2,0,0,1,1
1527,-50,0.5011444524580629,3,2,-10,1976,1,5,860,140,95,-50,,,0,0
1528,42,0.5445972257083529,1,2,1,2000,1,2,1875,130,14,42,1,1,1,1
1529,91,1.2524284086434012,3,1,-10,1987,1,5,1850,50,95,91,0,,1,0
1530,90,0.5445972257083529,1,2,1,1953,2,2,1063,130,14,90,0,0,1,1
1531,4,1.2038247711023997,1,1,4,2004,2,3,1200,90,2,4,0,0,1,1
1532,4,1.2038247711023997,1,1,4,1992,1,5,2875,90,11,4,0,0,1,1
1533,-8,1.2075648348440184,1,1,4,1966,2,3,1000,90,2,-8,,,0,0
1534,42,1.2524284086434012,1,1,4,1968,2,2,520,100,10,42,1,1,1,1
1535,-8,0.5408545025487828,1,2,1,1966,2,4,2875,120,12,-8,,,0,0
1536,-8,1.2524284086434012,1,1,4,1999,1,3,2250,100,10,-8,,,0,0
1537,-8,1.2038247711023997,1,1,4,1986,1,4,2125,50,8,-8,,,0,0
1538,2,0.5011444524580629,1,2,1,1946,1,2,1063,150,17,2,0,0,1,1
1539,-7,0.5445972257083529,1,2,1,1992,2,4,1500,140,15,-7,,,0,0
1540,1,1.2524284086434012,1,1,4,1980,2,2,-50,50,7,1,0,0,1,1
1541,4,1.2038247711023997,1,1,4,1965,1,5,5200,100,10,4,0,0,1,1
1542,1,0.5408545025487828,1,2,1,1980,2,5,1625,140,15,1,0,0,1,1
1543,1,1.2524284086434012,1,1,-10,1936,2,3,1200,60,95,1,0,0,1,1
1544,1,1.2038247711023997,1,1,4,1977,1,5,4100,50,8,1,0,0,1,1
1545,4,1.2075648348440184,1,1,4,2004,2,5,650,50,8,4,0,0,1,1
1546,1,1.2038247711023997,1,1,4,1968,2,5,4250,80,1,1,0,0,1,1
1547,1,1.2075648348440184,1,1,4,1954,1,2,2375,30,1,1,0,0,1,1
1548,-8,1.2075648348440184,1,1,4,1975,2,3,-9,50,9,-8,,,0,0
1549,90,1.2075648348440184,1,1,4,1963,1,1,1647,90,2,90,0,0,1,1
1550,-7,0.5011444524580629,1,2,1,1969,2,3,2125,140,15,-7,,,0,0
1551,1,1.2075648348440184,1,1,4,1961,1,2,2250,90,2,1,0,0,1,1
1552,2,1.2038247711023997,1,1,4,1966,1,3,3250,30,7,2,0,0,1,1
1553,-8,1.2524284086434012,1,1,4,1950,1,3,1300,50,8,-8,,,0,0
1554,2,1.2524284086434012,3,1,4,1964,1,4,1875,80,1,2,0,0,1,1
1555,-7,1.2524284086434012,1,1,4,1948,1,2,1500,10,11,-7,,,0,0
1556,3,1.2075648348440184,1,1,4,1974,1,5,3700,30,7,3,0,0,1,1
1557,2,0.5408545025487828,1,2,1,1953,2,3,1625,120,12,2,0,0,1,1
1558,-50,1.2524284086434012,3,1,-10,1990,1,2,1750,50,95,-50,,,0,0
1559,2,0.5011444524580629,3,2,-10,1994,1,5,3500,120,95,2,0,0,1,1
1560,-7,0.5011444524580629,1,2,3,1971,2,3,850,112,2,-7,,,0,0
1561,-7,0.5445972257083529,1,2,1,2004,1,5,-50,112,13,-7,,,0,0
1562,1,1.2038247711023997,1,1,4,1983,1,5,4500,50,3,1,0,0,1,1
1563,90,1.2524284086434012,1,1,4,1975,1,2,1500,90,2,90,0,0,1,1
1564,2,1.2524284086434012,1,1,4,1936,2,2,-9,30,7,2,0,0,1,1
1565,4,1.2524284086434012,1,1,4,1955,2,5,2250,30,7,4,0,0,1,1
1566,6,0.5408545025487828,1,2,1,1952,1,-33,1800,130,14,6,0,0,1,1
1567,-8,0.5408545025487828,1,2,1,1976,2,4,2375,120,12,-8,,,0,0
1568,-8,1.2075648348440184,1,1,4,1953,1,3,1780,30,7,-8,,,0,0
1569,42,0.5408545025487828,1,2,3,1990,1,3,3500,112,6,42,1,1,1,1
1570,-8,1.2075648348440184,1,1,4,1994,2,5,2625,60,1,-8,,,0,0
1571,91,0.5408545025487828,1,2,1,1957,1,3,610,130,14,91,0,,1,0
1572,-8,1.2524284086434012,1,1,4,1967,2,3,1063,80,1,-8,,,0,0
1573,90,0.5011444524580629,1,2,1,1966,2,3,938,130,14,90,0,0,1,1
1574,42,1.2075648348440184,1,1,4,1990,1,5,2800,50,8,42,1,1,1,1
1575,90,1.2524284086434012,1,1,4,1987,2,5,-9,30,7,90,0,0,1,1
1576,3,1.2524284086434012,1,1,4,1975,2,4,1200,90,2,3,0,0,1,1
1577,-8,0.5445972257083529,1,2,1,1962,2,4,-7,160,17,-8,,,0,0
1578,6,0.5408545025487828,1,2,1,1988,3,3,300,112,13,6,0,0,1,1
1579,-9,0.5408545025487828,1,2,1,1990,2,-9,-9,150,16,-9,,,0,0
1580,-7,1.2075648348440184,1,1,4,2003,2,1,900,90,2,-7,,,0,0
1581,-8,1.2075648348440184,1,1,4,1998,2,-33,1400,50,8,-8,,,0,0
1582,-7,1.2524284086434012,1,1,4,1991,1,3,3200,50,8,-7,,,0,0
1583,42,1.2075648348440184,1,1,4,1972,1,2,1100,70,9,42,1,1,1,1
1584,90,1.2524284086434012,1,1,4,1986,1,3,-9,30,7,90,0,0,1,1
1585,-50,1.2524284086434012,3,1,-10,1986,1,3,1700,111,95,-50,,,0,0
1586,3,1.2075648348440184,1,1,4,1993,2,5,3000,80,9,3,0,0,1,1
1587,3,1.2038247711023997,2,1,4,1993,2,5,1850,30,7,3,0,0,1,1
1588,-9,1.2075648348440184,1,1,4,1969,1,5,1875,50,8,-9,,,0,0
1589,2,1.2038247711023997,1,1,4,1955,2,4,1625,50,8,2,0,0,1,1
1590,91,1.2075648348440184,-32,1,4,1966,2,2,-9,90,2,91,0,,1,0
1591,-7,1.2524284086434012,1,1,4,1975,2,3,-50,70,9,-7,,,0,0
1592,-8,1.2524284086434012,1,1,4,2000,1,3,1700,50,8,-8,,,0,0
1593,6,0.5408545025487828,1,2,1,1975,1,5,2800,140,15,6,0,0,1,1
1594,1,0.5445972257083529,1,2,1,1963,1,3,2625,140,15,1,0,0,1,1
1595,1,0.5011444524580629,1,2,1,1970,1,5,2700,130,14,1,0,0,1,1
1596,-8,1.2038247711023997,1,1,4,1991,2,5,5000,111,5,-8,,,0,0
1597,4,1.2038247711023997,1,1,4,2000,2,4,-50,80,1,4,0,0,1,1
1598,2,1.2038247711023997,1,1,4,1964,2,5,1313,50,8,2,0,0,1,1
1599,4,1.2524284086434012,1,1,4,1969,1,4,6300,90,2,4,0,0,1,1
1600,-8,1.2038247711023997,1,1,4,1987,1,5,8750,50,8,-8,,,0,0
1601,-9,1.2038247711023997,1,1,4,1971,2,5,2625,80,1,-9,,,0,0
1602,91,1.2524284086434012,1,1,4,1933,2,2,980,60,6,91,0,,1,0
1603,1,1.2524284086434012,1,1,4,1944,2,3,240,30,8,1,0,0,1,1
1604,-9,0.5011444524580629,1,2,1,1969,1,3,-9,140,15,-9,,,0,0
1605,90,1.2075648348440184,1,1,4,1959,1,5,-9,80,1,90,0,0,1,1
1606,1,1.2075648348440184,1,1,4,1996,1,5,2980,90,2,1,0,0,1,1
1607,42,0.5445972257083529,1,2,1,1971,1,3,2875,150,16,42,1,1,1,1
1608,6,0.5445972257083529,1,2,1,1942,2,5,1875,140,17,6,0,0,1,1
1609,2,1.2038247711023997,1,1,4,1941,1,2,2875,30,7,2,0,0,1,1
1610,2,1.2075648348440184,1,1,4,1953,1,3,3000,90,6,2,0,0,1,1
1611,42,0.5408545025487828,1,2,-10,1965,2,2,-9,120,18,42,1,1,1,1
1612,1,1.2524284086434012,1,1,4,1994,1,5,1850,70,6,1,0,0,1,1
1613,1,0.5408545025487828,1,2,1,1959,1,2,786,160,17,1,0,0,1,1
1614,2,0.5011444524580629,1,2,3,1987,1,5,3000,112,8,2,0,0,1,1
1615,2,1.2075648348440184,1,1,4,1949,1,2,2125,90,2,2,0,0,1,1
1616,42,0.5011444524580629,1,2,1,1971,2,3,2000,160,17,42,1,1,1,1
1617,-50,1.2524284086434012,3,1,-10,1990,2,3,2150,90,95,-50,,,0,0
1618,4,1.2038247711023997,1,1,4,1977,2,3,3250,90,2,4,0,0,1,1
1619,2,1.2524284086434012,1,1,4,1975,2,4,2200,50,8,2,0,0,1,1
1620,1,1.2524284086434012,1,1,4,1944,1,5,3330,90,2,1,0,0,1,1
1621,-8,0.5408545025487828,1,2,1,1964,2,5,2800,130,14,-8,,,0,0
1622,-9,1.2524284086434012,1,1,4,1985,1,3,2100,70,6,-9,,,0,0
1623,-7,1.2075648348440184,1,1,4,1980,2,3,1625,80,1,-7,,,0,0
1624,4,1.2524284086434012,1,1,4,1960,2,5,1063,111,9,4,0,0,1,1
1625,2,1.2524284086434012,1,1,4,1952,2,2,1313,50,8,2,0,0,1,1
1626,1,1.2524284086434012,1,1,4,1950,1,5,2400,90,2,1,0,0,1,1
1627,-50,1.2524284086434012,3,1,-10,1946,2,2,688,111,95,-50,,,0,0
1628,2,1.2038247711023997,1,1,4,1973,1,3,2375,50,8,2,0,0,1,1
1629,91,0.5011444524580629,1,2,1,1965,2,3,1700,120,12,91,0,,1,0
1630,3,1.2524284086434012,1,1,4,1988,2,5,4000,50,8,3,0,0,1,1
1631,-9,1.2075648348440184,1,1,4,1988,2,5,150,70,6,-9,,,0,0
1632,4,1.2075648348440184,1,1,4,1994,2,5,2620,80,1,4,0,0,1,1
1633,2,1.2524284086434012,1,1,4,1954,1,2,1875,60,6,2,0,0,1,1
1634,90,1.2038247711023997,1,1,4,1994,1,5,3750,50,8,90,0,0,1,1
1635,-7,1.2075648348440184,1,1,4,1984,1,2,-7,80,1,-7,,,0,0
1636,1,1.2524284086434012,1,1,4,1982,1,5,8000,60,7,1,0,0,1,1
1637,1,1.2075648348440184,1,1,4,1952,1,4,-9,50,8,1,0,0,1,1
1638,2,1.2075648348440184,1,1,4,1958,2,5,3750,80,1,2,0,0,1,1
1639,4,1.2038247711023997,1,1,4,1994,1,5,200,60,6,4,0,0,1,1
1640,91,0.5445972257083529,1,2,1,1957,1,4,1600,160,17,91,0,,1,0
1641,4,1.2038247711023997,1,1,4,1942,1,2,2125,60,6,4,0,0,1,1
1642,1,1.2524284086434012,1,1,4,1948,2,2,300,50,9,1,0,0,1,1
1643,4,1.2524284086434012,1,1,4,1999,1,5,938,30,7,4,0,0,1,1
1644,91,0.5011444524580629,1,2,1,1960,1,3,2000,150,16,91,0,,1,0
1645,-8,1.2038247711023997,1,1,4,1971,2,3,2300,90,2,-8,,,0,0
1646,1,0.5445972257083529,1,2,1,1995,2,5,2000,150,15,1,0,0,1,1
1647,1,1.2524284086434012,1,1,4,1956,1,5,4500,70,8,1,0,0,1,1
1648,2,0.5011444524580629,1,2,1,1950,2,3,2000,120,12,2,0,0,1,1
1649,42,1.2038247711023997,1,1,4,1933,2,2,-7,30,7,42,1,1,1,1
1650,4,1.2038247711023997,1,1,2,1993,2,5,3250,111,14,4,0,0,1,1
1651,1,1.2038247711023997,1,1,4,1956,1,4,3200,30,7,1,0,0,1,1
1652,4,1.2075648348440184,1,1,4,1964,2,3,2090,30,7,4,0,0,1,1
1653,1,1.2038247711023997,1,1,4,1956,1,2,1875,80,1,1,0,0,1,1
1654,1,0.5408545025487828,3,2,-10,1995,1,4,2500,140,95,1,0,0,1,1
1655,-8,0.5011444524580629,1,2,1,1989,2,5,2200,130,14,-8,,,0,0
1656,-9,1.2524284086434012,1,1,4,1973,2,3,-9,70,9,-9,,,0,0
1657,1,1.2038247711023997,1,1,4,1952,1,2,2200,90,2,1,0,0,1,1
1658,-8,0.5011444524580629,1,2,1,1987,2,3,1625,120,12,-8,,,0,0
1659,2,0.5408545025487828,1,2,1,1940,2,2,1875,150,16,2,0,0,1,1
1660,3,1.2075648348440184,1,1,4,2000,2,5,1600,90,1,3,0,0,1,1
1661,-8,1.2038247711023997,3,1,-10,1960,1,4,1875,90,95,-8,,,0,0
1662,42,0.5011444524580629,1,2,1,1961,2,3,1188,160,17,42,1,1,1,1
1663,2,1.2075648348440184,1,1,4,1968,2,5,1063,30,1,2,0,0,1,1
1664,91,1.2075648348440184,1,1,4,1951,2,4,2625,10,11,91,0,,1,0
1665,3,0.5011444524580629,1,2,1,1984,2,5,3250,120,12,3,0,0,1,1
1666,2,1.2524284086434012,1,1,4,1941,1,2,1650,90,2,2,0,0,1,1
1667,-8,0.5445972257083529,1,2,1,1952,2,5,1188,140,15,-8,,,0,0
1668,91,1.2524284086434012,1,1,4,2004,2,3,841,100,10,91,0,,1,0
1669,42,0.5408545025487828,1,2,1,1980,2,5,3000,112,13,42,1,1,1,1
1670,3,1.2075648348440184,1,1,4,1993,1,5,4500,70,9,3,0,0,1,1
1671,91,1.2524284086434012,3,1,4,1984,1,3,1500,10,11,91,0,,1,0
1672,2,0.5408545025487828,1,2,1,1940,2,3,2125,150,16,2,0,0,1,1
1673,-8,0.5445972257083529,1,2,1,1970,2,3,1875,140,15,-8,,,0,0
1674,2,1.2038247711023997,2,1,-10,1952,1,2,2375,80,95,2,0,0,1,1
1675,6,0.5408545025487828,1,2,1,1950,1,5,1850,130,15,6,0,0,1,1
1676,-7,1.2075648348440184,1,1,4,1991,1,5,2800,50,8,-7,,,0,0
1677,6,1.2038247711023997,2,1,4,1986,2,5,6750,90,2,6,0,0,1,1
1678,3,1.2075648348440184,3,1,-10,2001,1,4,-9,50,95,3,0,0,1,1
1679,-8,1.2075648348440184,1,1,2,1952,2,3,1625,50,15,-8,,,0,0
1680,2,1.2524284086434012,1,1,4,1991,1,2,1470,70,9,2,0,0,1,1
1681,1,1.2524284086434012,1,1,4,1988,2,3,1150,90,2,1,0,0,1,1
1682,-7,1.2524284086434012,1,1,4,1937,1,5,-9,50,8,-7,,,0,0
1683,1,1.2038247711023997,1,1,4,1985,2,5,2625,111,4,1,0,0,1,1
1684,42,0.5011444524580629,1,2,1,1964,1,2,2350,130,14,42,1,1,1,1
1685,-7,1.2038247711023997,1,1,4,2002,1,3,688,50,8,-7,,,0,0
1686,1,1.2038247711023997,1,1,4,1942,2,2,813,30,1,1,0,0,1,1
1687,-8,0.5408545025487828,1,2,-32,1939,2,-9,2375,120,-42,-8,,,0,0
1688,2,1.2075648348440184,1,1,4,1944,1,5,5000,30,6,2,0,0,1,1
1689,1,1.2038247711023997,1,1,4,1956,1,5,4250,80,1,1,0,0,1,1
1690,90,0.5408545025487828,1,2,1,1962,2,3,1063,120,12,90,0,0,1,1
1691,4,0.5011444524580629,1,2,1,2001,2,5,330,150,16,4,0,0,1,1
1692,-8,1.2524284086434012,1,1,4,1966,1,5,1200,70,9,-8,,,0,0
1693,42,1.2524284086434012,1,1,4,1955,1,3,1500,90,2,42,1,1,1,1
1694,4,0.5445972257083529,1,2,1,2002,1,5,563,130,14,4,0,0,1,1
1695,2,0.5445972257083529,1,2,1,1967,1,1,2125,160,17,2,0,0,1,1
1696,1,1.2038247711023997,1,1,-32,1974,2,3,938,50,-42,1,0,0,1,1
1697,42,0.5011444524580629,1,2,3,1968,2,3,2200,120,4,42,1,1,1,1
1698,-50,1.2075648348440184,3,1,4,1966,2,5,3250,60,6,-50,,,0,0
1699,-7,0.5408545025487828,1,2,1,1978,2,3,1800,160,17,-7,,,0,0
1700,-8,1.2075648348440184,1,1,4,2001,2,4,440,50,8,-8,,,0,0
1701,2,0.5011444524580629,1,2,1,1986,2,3,1875,120,12,2,0,0,1,1
1702,1,0.5011444524580629,1,2,1,1971,2,3,1450,130,14,1,0,0,1,1
1703,90,1.2075648348440184,1,1,4,1972,2,3,2125,90,8,90,0,0,1,1
1704,4,1.2038247711023997,1,1,4,1959,1,5,5250,30,8,4,0,0,1,1
1705,2,1.2038247711023997,1,1,4,1963,1,2,2600,50,8,2,0,0,1,1
1706,-9,1.2075648348440184,3,1,-10,1977,1,-9,-9,50,95,-9,,,0,0
1707,-50,1.2524284086434012,3,1,-10,1982,2,3,800,50,95,-50,,,0,0
1708,-8,1.2524284086434012,1,1,4,1942,2,2,800,30,7,-8,,,0,0
1709,1,1.2038247711023997,1,1,4,1945,1,5,3750,30,8,1,0,0,1,1
1710,42,0.5408545025487828,1,2,1,2000,1,5,1750,112,13,42,1,1,1,1
1711,4,1.2075648348440184,1,1,4,1941,2,3,-9,50,8,4,0,0,1,1
1712,4,0.5445972257083529,1,2,1,1999,1,5,-50,160,15,4,0,0,1,1
1713,4,1.2075648348440184,1,1,4,1967,1,-33,2800,80,1,4,0,0,1,1
1714,-8,0.5445972257083529,1,2,1,1963,2,5,3250,112,17,-8,,,0,0
1715,-7,1.2038247711023997,1,1,4,1995,2,5,-9,60,6,-7,,,0,0
1716,4,1.2524284086434012,1,1,4,1973,1,5,3800,60,6,4,0,0,1,1
1717,3,1.2038247711023997,1,1,4,1946,1,3,3250,90,8,3,0,0,1,1
1718,-8,0.5445972257083529,3,2,-10,1997,2,-33,-50,140,95,-8,,,0,0
1719,6,0.5011444524580629,1,2,3,1997,2,5,750,112,2,6,0,0,1,1
1720,1,1.2075648348440184,1,1,4,1951,1,4,1300,90,2,1,0,0,1,1
1721,1,1.2038247711023997,1,1,4,1976,2,5,2375,50,8,1,0,0,1,1
1722,1,1.2075648348440184,1,1,4,1971,2,3,2400,60,10,1,0,0,1,1
1723,42,0.5011444524580629,1,2,1,1979,1,1,1100,150,16,42,1,1,1,1
1724,3,0.5408545025487828,1,2,1,1985,2,5,3000,130,15,3,0,0,1,1
1725,-8,1.2524284086434012,1,1,4,2004,1,7,-50,70,9,-8,,,0,0
1726,91,1.2075648348440184,1,1,4,1985,1,5,-9,80,9,91,0,,1,0
1727,-50,1.2038247711023997,3,1,-10,1967,2,-33,1900,100,95,-50,,,0,0
1728,1,1.2524284086434012,1,1,4,1986,1,4,2500,60,6,1,0,0,1,1
1729,1,1.2075648348440184,1,1,4,1969,2,3,1300,80,1,1,0,0,1,1
1730,91,1.2038247711023997,1,1,4,1981,2,4,1875,30,7,91,0,,1,0
1731,-8,1.2038247711023997,1,1,4,1987,2,3,688,30,7,-8,,,0,0
1732,90,1.2075648348440184,3,1,4,1958,2,2,1450,90,2,90,0,0,1,1
1733,2,0.5445972257083529,1,2,1,1946,2,-9,250,150,16,2,0,0,1,1
1734,1,1.2075648348440184,1,1,4,1962,2,5,3000,80,1,1,0,0,1,1
1735,4,1.2524284086434012,1,1,2,1988,1,5,3250,20,17,4,0,0,1,1
1736,91,1.2524284086434012,1,1,4,1980,1,3,3200,50,8,91,0,,1,0
1737,42,1.2038247711023997,1,1,4,1996,2,5,1770,50,8,42,1,1,1,1
